Name,Department,Overall_Rating,Difficulty,Would_Take_Again_Pct,Num_Ratings,RMP_ID,RMP_URL
Kent Bryant,Chemistry,1.9,4.2,21.4286%,28,2625014,https://www.ratemyprofessors.com/professor/2625014
Katheryn Whitcomb,Classics,5,1.7,100%,6,2833462,https://www.ratemyprofessors.com/professor/2833462
Ravi Perry,Political Science,2.7,3.5,16.6667%,6,2545825,https://www.ratemyprofessors.com/professor/2545825
Kukjin Cheon,Languages,5,1.6,100%,8,2942104,https://www.ratemyprofessors.com/professor/2942104
Vaneesha  Dutra,Finance,2,4.3,16.6667%,6,2908849,https://www.ratemyprofessors.com/professor/2908849
Jean Kwitonda,Communication,3.3,3.3,75%,4,2861500,https://www.ratemyprofessors.com/professor/2861500
Anna Mwalagho,Languages,4.5,2.5,100%,4,2827246,https://www.ratemyprofessors.com/professor/2827246
Keena Blackmon,Communication,5,1.4,100%,19,1687666,https://www.ratemyprofessors.com/professor/1687666
Paul Peart,Mathematics,2.5,3.4,25%,36,481191,https://www.ratemyprofessors.com/professor/481191
Lanisa  Kitchiner ,Art History,1,4,0%,3,2962416,https://www.ratemyprofessors.com/professor/2962416
Samaa  Elnagar,Business,4,4,100%,1,2975971,https://www.ratemyprofessors.com/professor/2975971
Scharn Robinson,Political Science,4,2,100%,1,3102713,https://www.ratemyprofessors.com/professor/3102713
Samuel Hopkins,Mathematics,5,1.7,100%,6,2834617,https://www.ratemyprofessors.com/professor/2834617
Mario Beatty,Ethnic Studies,4.3,3.2,71.4286%,45,1635313,https://www.ratemyprofessors.com/professor/1635313
Luther Tyus,Criminal Justice,4,1,100%,1,3101754,https://www.ratemyprofessors.com/professor/3101754
Paul Bezandry,Mathematics,4.8,2.7,100%,35,444723,https://www.ratemyprofessors.com/professor/444723
Deniz Baglan,Economics,4.1,3.5,90.9091%,21,1963705,https://www.ratemyprofessors.com/professor/1963705
Mark Bartley,Art,2,3.8,27.2727%,12,1558159,https://www.ratemyprofessors.com/professor/1558159
Philemon Oyewole,Marketing,2.3,3.6,16.6667%,8,955647,https://www.ratemyprofessors.com/professor/955647
Tingting Xiong,Economics,4.9,2.7,100%,7,2665655,https://www.ratemyprofessors.com/professor/2665655
Valeriia  Popova,Political Science,5,4,100%,1,3100955,https://www.ratemyprofessors.com/professor/3100955
Masoud Kavoossi,Business,1.6,3.8,0%,9,883945,https://www.ratemyprofessors.com/professor/883945
Derrick Owusu,Mathematics,5,1.7,100%,3,3007755,https://www.ratemyprofessors.com/professor/3007755
Cyril Hunte,Economics,3.5,2.7,63.6364%,17,1193859,https://www.ratemyprofessors.com/professor/1193859
Kyr Mack,English,4.8,2.6,93.3333%,30,2359949,https://www.ratemyprofessors.com/professor/2359949
Zakirra Mckinnon,Communication,4.9,1.7,100%,11,2839398,https://www.ratemyprofessors.com/professor/2839398
Derayeh Derakhshesh,Languages,3.5,2.7,50%,6,994851,https://www.ratemyprofessors.com/professor/994851
Clement Akassi,Languages,3.9,1.9,71.4286%,30,746725,https://www.ratemyprofessors.com/professor/746725
Isaiah Okiemen,Economics,3.6,1.8,20%,5,2770106,https://www.ratemyprofessors.com/professor/2770106
Marina del Sol,English,3.7,2.5,65.2174%,23,2281912,https://www.ratemyprofessors.com/professor/2281912
Richmond Danso,Africana Studies,4,2,75%,8,2521361,https://www.ratemyprofessors.com/professor/2521361
Laura Blackman,Physical Ed,5,1.4,100%,8,306323,https://www.ratemyprofessors.com/professor/306323
Eliseo Jacob,Languages,5,1.7,100%,7,2487533,https://www.ratemyprofessors.com/professor/2487533
Anthony Jackson,Sociology,4.2,2.2,80%,5,2730294,https://www.ratemyprofessors.com/professor/2730294
Michael  Plummer,Sociology,2,2,33.3333%,3,2891752,https://www.ratemyprofessors.com/professor/2891752
Lifoma Salaam,Mathematics,2.9,2.4,34.6154%,48,1179348,https://www.ratemyprofessors.com/professor/1179348
Quazi Ahmed,Communication,3.7,1.7,52.9412%,38,551738,https://www.ratemyprofessors.com/professor/551738
Monique Major,Psychology,4.3,2.7,86.6667%,30,2384545,https://www.ratemyprofessors.com/professor/2384545
Kenya Sumner,Communication,3.6,2.3,44.4444%,9,2733167,https://www.ratemyprofessors.com/professor/2733167
Sandy Bellamy,Art History,1.2,1.7,0%,6,2692334,https://www.ratemyprofessors.com/professor/2692334
Quinton Williams,Physics,2.6,3,50%,4,2040440,https://www.ratemyprofessors.com/professor/2040440
Dawud Omar,Philosophy,4.8,1.3,100%,11,2775172,https://www.ratemyprofessors.com/professor/2775172
Florie Bugarin,Anthropology,3.3,3.4,25%,17,796758,https://www.ratemyprofessors.com/professor/796758
Angela D. Minor,Communication,4.4,2.5,95.4545%,30,1506861,https://www.ratemyprofessors.com/professor/1506861
Sommer Hill,Communication,3.4,1.4,60%,5,3073110,https://www.ratemyprofessors.com/professor/3073110
Yherman Alvery,Spanish,4.5,2.3,75%,4,2953058,https://www.ratemyprofessors.com/professor/2953058
Danielle Ricks,Communication,1,4.5,0%,2,2947620,https://www.ratemyprofessors.com/professor/2947620
Christopher Gunderson,Sociology,3.3,2.7,57.1429%,11,1893810,https://www.ratemyprofessors.com/professor/1893810
Marcus Board,Political Science,3.2,2.4,60%,5,2879800,https://www.ratemyprofessors.com/professor/2879800
Aisha Bonner,Social Work,3.5,3.5,50%,4,2623895,https://www.ratemyprofessors.com/professor/2623895
Marjan Alaghmand,Chemistry,4.6,2.5,91.6667%,24,2643447,https://www.ratemyprofessors.com/professor/2643447
Joyce  Camper,Humanities,2.5,4,0%,2,3076558,https://www.ratemyprofessors.com/professor/3076558
Mary Shahadyy,Nursing,1,3,0%,1,3086577,https://www.ratemyprofessors.com/professor/3086577
Benjamin Stevens,English,4.7,1.7,100%,3,2891603,https://www.ratemyprofessors.com/professor/2891603
Keisha Solomon,Economics,2,4,50%,2,2953575,https://www.ratemyprofessors.com/professor/2953575
Andrew Bertaina,English,4.9,2.3,92.8571%,14,2530039,https://www.ratemyprofessors.com/professor/2530039
Meseret  Asfaw,Nursing,4.9,2.4,100%,10,3045087,https://www.ratemyprofessors.com/professor/3045087
Wendy McBurney,Spanish,2.1,3.6,30%,21,2121104,https://www.ratemyprofessors.com/professor/2121104
Sybil Roberts,Theater,4.1,3.9,66.6667%,9,195699,https://www.ratemyprofessors.com/professor/195699
Toriano Davis,Architecture,1,5,0%,2,2785999,https://www.ratemyprofessors.com/professor/2785999
Nea Maloo,Architecture,4.3,3.7,66.6667%,3,2786001,https://www.ratemyprofessors.com/professor/2786001
Amy Yeboah,African-American Studies,4.3,2,78.2609%,26,2085138,https://www.ratemyprofessors.com/professor/2085138
Donte Pennington,Health & Human Performance,3.3,2.3,66.6667%,3,2563488,https://www.ratemyprofessors.com/professor/2563488
Kari Miller,African-American Studies,4.5,1.5,100%,2,2757109,https://www.ratemyprofessors.com/professor/2757109
George Azobi,Mathematics,3.6,2.7,66.6667%,21,2291656,https://www.ratemyprofessors.com/professor/2291656
Jacob Sloan,English,4.7,1.7,100%,9,2891222,https://www.ratemyprofessors.com/professor/2891222
Nicole Dillard,Communication,4,2,66.6667%,6,2692828,https://www.ratemyprofessors.com/professor/2692828
Jennifer Williams,English,3.8,3.5,75%,4,2581679,https://www.ratemyprofessors.com/professor/2581679
Alema Hailu,African Studies,4.5,2.4,100%,5,1167982,https://www.ratemyprofessors.com/professor/1167982
Naina Bhatia,Health  Human Performance,1.5,3.3,0%,4,2072809,https://www.ratemyprofessors.com/professor/2072809
Chinyerem Ohia,Music,4,2.6,75%,5,1102958,https://www.ratemyprofessors.com/professor/1102958
Kehbuma Langmia,Communication,4,2.3,66.6667%,3,2456989,https://www.ratemyprofessors.com/professor/2456989
Quintin Haynes,Political Science,4,3,100%,2,3047611,https://www.ratemyprofessors.com/professor/3047611
Maimouna Thiam,Languages,4.4,3,86.3636%,22,2164409,https://www.ratemyprofessors.com/professor/2164409
Roger Caruth,Communication,2.5,1,50%,2,2483817,https://www.ratemyprofessors.com/professor/2483817
Jinrui Xu,Biology,1,4.5,0%,2,3052588,https://www.ratemyprofessors.com/professor/3052588
Jesse DiValli,Sociology,3.5,3,50%,2,3047290,https://www.ratemyprofessors.com/professor/3047290
Ademide   Adelusi-Adeluyi,History,5,2,100%,1,3067529,https://www.ratemyprofessors.com/professor/3067529
Clinton Jones,English,3.6,3.5,58.3333%,39,736003,https://www.ratemyprofessors.com/professor/736003
Algris Bolton,Languages,4.1,2.5,72.7273%,58,909481,https://www.ratemyprofessors.com/professor/909481
Jin-Gil Jeong,Finance,2.3,3.6,0%,8,892107,https://www.ratemyprofessors.com/professor/892107
Micheal Montoro,Mathematics,1,4.8,0%,5,3045712,https://www.ratemyprofessors.com/professor/3045712
Gloria  Washington ,Computer Science,2.7,3.7,41.1765%,18,2084505,https://www.ratemyprofessors.com/professor/2084505
Joyce Camper,English,3.7,3.7,80%,41,911475,https://www.ratemyprofessors.com/professor/911475
Colin Campbell,Communication,4,2.4,87.5%,8,2214381,https://www.ratemyprofessors.com/professor/2214381
Mikayla Orange,Computer Science,4.5,2.5,100%,2,3045892,https://www.ratemyprofessors.com/professor/3045892
Christopher Shinn,English,4.8,2.2,100%,30,1313788,https://www.ratemyprofessors.com/professor/1313788
Ivor Livingston,Sociology,2.9,3.1,38.4615%,124,487112,https://www.ratemyprofessors.com/professor/487112
Alexander  Henke,Economics,3,3,0%,1,3057356,https://www.ratemyprofessors.com/professor/3057356
Monica Styles,Languages,2,2.7,33.3333%,3,2863865,https://www.ratemyprofessors.com/professor/2863865
Trindad Ballester,Spanish,1,5,0%,1,3056648,https://www.ratemyprofessors.com/professor/3056648
Annabelle Haynes,English,5,3,100%,3,2333744,https://www.ratemyprofessors.com/professor/2333744
Donna McCormick,Health  Human Performance,4,3,66.6667%,3,2099130,https://www.ratemyprofessors.com/professor/2099130
Michael  Montoro,Mathematics,2,4.2,20%,5,2933105,https://www.ratemyprofessors.com/professor/2933105
Jacquetta  Ayewoh,English,5,1.3,100%,3,2856796,https://www.ratemyprofessors.com/professor/2856796
Mary Ayuk,Biology,3.9,4.3,84.6154%,13,2225969,https://www.ratemyprofessors.com/professor/2225969
Kanika Jones,Management,1,3,0%,1,3053596,https://www.ratemyprofessors.com/professor/3053596
Micheal Plummer,Sociology,2.4,2.3,28.5714%,7,2836894,https://www.ratemyprofessors.com/professor/2836894
Andre  Cotten,Business,2.7,3,33.3333%,3,2891042,https://www.ratemyprofessors.com/professor/2891042
Oluwaseyu Ajayi,Political Science,1,4,0%,1,3051732,https://www.ratemyprofessors.com/professor/3051732
Jody Benjamin,African Studies,1,5,0%,1,3051382,https://www.ratemyprofessors.com/professor/3051382
Trinidad  Pardo Ballester,Humanities,2,4,33.3333%,3,2953674,https://www.ratemyprofessors.com/professor/2953674
Babin Manandhar,Engineering,3,3.7,66.6667%,3,2989551,https://www.ratemyprofessors.com/professor/2989551
Gregory Carr,Ethnic Studies,4.2,2.3,63.6364%,112,199627,https://www.ratemyprofessors.com/professor/199627
Nelida  Gomez,Spanish,5,2.4,100%,5,2866761,https://www.ratemyprofessors.com/professor/2866761
Eleanor King,Anthropology,4.3,2.8,88.8889%,28,148424,https://www.ratemyprofessors.com/professor/148424
Linwei Niu,Computer Science,1.9,3,25%,8,2719629,https://www.ratemyprofessors.com/professor/2719629
Nere Ayu,Psychology,4.5,2.2,100%,21,1655630,https://www.ratemyprofessors.com/professor/1655630
Stanley Einstein-Matthews,Mathematics,1.4,3.8,12.5%,13,828130,https://www.ratemyprofessors.com/professor/828130
David Stroup,English,5,1.6,100%,8,2773325,https://www.ratemyprofessors.com/professor/2773325
James Barden,Psychology,2.8,3.6,40%,5,2837730,https://www.ratemyprofessors.com/professor/2837730
Anita   Plummer,Africana Studies,5,3,100%,1,2877455,https://www.ratemyprofessors.com/professor/2877455
Nélida  Devesa-Gómez,Spanish,5,2,100%,1,2956087,https://www.ratemyprofessors.com/professor/2956087
. Augustine,Economics,4.7,1.6,100%,23,362091,https://www.ratemyprofessors.com/professor/362091
Vladmir Talanov,Chemistry,2.5,3.8,50%,12,2075451,https://www.ratemyprofessors.com/professor/2075451
Ericka Blount,Communication,3.8,2.6,60%,5,2848243,https://www.ratemyprofessors.com/professor/2848243
Naina Bhatia-Dey,Health amp Human Performance,1,5,0%,2,2328065,https://www.ratemyprofessors.com/professor/2328065
Khalid Long,Theater,5,3,100%,1,2956315,https://www.ratemyprofessors.com/professor/2956315
Joylynne  Wills,Health Science,3,3,100%,1,3047866,https://www.ratemyprofessors.com/professor/3047866
Delphia Smith,Education,5,3,100%,1,3047691,https://www.ratemyprofessors.com/professor/3047691
Dr.Anietie Andy,Computer Science,5,2,100%,1,3048123,https://www.ratemyprofessors.com/professor/3048123
Bradford Grant,Architecture,3.3,1.7,100%,3,2278430,https://www.ratemyprofessors.com/professor/2278430
Shawn Abernathy,Biology,1,5,0%,1,2808213,https://www.ratemyprofessors.com/professor/2808213
Krystal Jenkins,Spanish,4,2.5,80%,20,1635287,https://www.ratemyprofessors.com/professor/1635287
Oluwaseun  Gbemigun,Chemistry,4,1,100%,1,3046093,https://www.ratemyprofessors.com/professor/3046093
Harold Rickenbacker,Arts & Sciences,5,1,100%,1,3046089,https://www.ratemyprofessors.com/professor/3046089
Agnes Denalanae,Economics,3,3,100%,1,2740589,https://www.ratemyprofessors.com/professor/2740589
Noha Hazzazi,Computer Science,3.9,3.6,71.4286%,14,2418869,https://www.ratemyprofessors.com/professor/2418869
Swagota Roy,Biology,1,4,0%,1,3044729,https://www.ratemyprofessors.com/professor/3044729
Fred Williams,Languages,3.5,2.2,100%,10,1173405,https://www.ratemyprofessors.com/professor/1173405
Ana Araujo,History,3.7,3.1,50%,31,1773316,https://www.ratemyprofessors.com/professor/1773316
Daryl Scott,History,3.7,2.8,75%,6,2016560,https://www.ratemyprofessors.com/professor/2016560
Lawrence Kaggwa,Journalism,3.2,4.4,100%,23,292469,https://www.ratemyprofessors.com/professor/292469
Adebayo Oluwayomi,Philosophy,3.4,2.9,40%,10,2634674,https://www.ratemyprofessors.com/professor/2634674
Donna McCormick,Health Science,3.8,2.3,71.4286%,22,1317792,https://www.ratemyprofessors.com/professor/1317792
Hazel Trice Edney,Communication,4.4,2.2,80%,5,2322764,https://www.ratemyprofessors.com/professor/2322764
Paul Choi,Business,4.8,3,80%,6,1442719,https://www.ratemyprofessors.com/professor/1442719
James Norris,Music,3.5,2.7,100%,3,1352077,https://www.ratemyprofessors.com/professor/1352077
Arif Ashraf,Biology,5,2,100%,1,2977571,https://www.ratemyprofessors.com/professor/2977571
Robinson Woodward-Burns,Political Science,4.8,2.6,100%,11,2469022,https://www.ratemyprofessors.com/professor/2469022
Beylul Russom,Communication,5,1,100%,8,2762975,https://www.ratemyprofessors.com/professor/2762975
Andre Hoyrd,English,3.9,2.6,100%,18,299572,https://www.ratemyprofessors.com/professor/299572
Prem-Raj Ruffin,Mathematics,3.6,2.5,68.9655%,29,2322181,https://www.ratemyprofessors.com/professor/2322181
 Anaxidalia Gonzalez-nunez,Languages,2.5,3.3,28%,25,2054171,https://www.ratemyprofessors.com/professor/2054171
James Jackson,Education,4.8,2.3,100%,8,1654901,https://www.ratemyprofessors.com/professor/1654901
Melanie Holmes,History,2.7,2.2,33.3333%,6,2965099,https://www.ratemyprofessors.com/professor/2965099
Christine Young,Philosophy,2.8,3.4,43.75%,16,2640623,https://www.ratemyprofessors.com/professor/2640623
Keneshia  Grant,Political Science,3.8,3.1,72.7273%,13,1963668,https://www.ratemyprofessors.com/professor/1963668
Guy Lingani,Computer Science,5,2,100%,2,2992359,https://www.ratemyprofessors.com/professor/2992359
Kim Joon,Chemistry,3.8,3,100%,4,2767017,https://www.ratemyprofessors.com/professor/2767017
Michael Bennett,Health & Human Performance,2.6,2,0%,5,2907251,https://www.ratemyprofessors.com/professor/2907251
Austin Anderson,African-American Studies,5,3,100%,1,3006799,https://www.ratemyprofessors.com/professor/3006799
Alfonso Campbell,Psychology,2.7,3.6,33.3333%,26,795621,https://www.ratemyprofessors.com/professor/795621
Krista Johnson,African Studies,3.6,2.6,80%,16,1244811,https://www.ratemyprofessors.com/professor/1244811
Jason Juett,Mathematics,5,4,100%,1,3008631,https://www.ratemyprofessors.com/professor/3008631
Mesi Walton,Spanish,3,3.5,75%,23,1774056,https://www.ratemyprofessors.com/professor/1774056
James Momoh,Engineering,1.5,4.4,0%,9,1551786,https://www.ratemyprofessors.com/professor/1551786
Elijah Zehyoue,History,5,3,100%,2,2943234,https://www.ratemyprofessors.com/professor/2943234
Jason Just,Mathematics,5,1,0%,1,3008569,https://www.ratemyprofessors.com/professor/3008569
Johnny Graham,Marketing,5,1.6,100%,8,2249111,https://www.ratemyprofessors.com/professor/2249111
Atanu Duttaroy,Biology,3,3,50%,6,1412391,https://www.ratemyprofessors.com/professor/1412391
Fatimah Jackson,Biology,2.9,3.3,45.4545%,11,2363916,https://www.ratemyprofessors.com/professor/2363916
Epraim Okoro,Marketing,3.8,2,60%,10,1230995,https://www.ratemyprofessors.com/professor/1230995
Sarai  Johnson,Humanities,4,2,100%,1,3007155,https://www.ratemyprofessors.com/professor/3007155
Ephraim Okoro,Marketing,3.7,2.1,71.4286%,7,2139517,https://www.ratemyprofessors.com/professor/2139517
Lucie Esnault,Languages,1,5,0%,1,3006206,https://www.ratemyprofessors.com/professor/3006206
Lucretia Glover,Mathematics,4.8,2,100%,5,2928969,https://www.ratemyprofessors.com/professor/2928969
Delancy Bennett,Marketing,4.5,1.5,100%,2,2839099,https://www.ratemyprofessors.com/professor/2839099
Oluwaseun Falola,Chemistry,1.8,4.1,22.2222%,9,2277026,https://www.ratemyprofessors.com/professor/2277026
Jude Joseph,Management,1.7,2.3,33.3333%,3,2909355,https://www.ratemyprofessors.com/professor/2909355
Sheeba Nadarajah,Nursing,5,1,100%,1,2338992,https://www.ratemyprofessors.com/professor/2338992
Christopher Howard,Health & Human Performance,1.8,3.4,20%,5,2479712,https://www.ratemyprofessors.com/professor/2479712
Ricky Ramon,Theater,3,2.2,40%,5,2324491,https://www.ratemyprofessors.com/professor/2324491
Amanda Stacks,English,4.5,1.9,86.6667%,15,2638242,https://www.ratemyprofessors.com/professor/2638242
Alice Thomas,Law,1.8,4.2,16.6667%,9,1428952,https://www.ratemyprofessors.com/professor/1428952
Emily Blank,Economics,2.8,2.6,55.5556%,21,388930,https://www.ratemyprofessors.com/professor/388930
Karen Walwyn,Music,3.9,4.3,66.6667%,8,786347,https://www.ratemyprofessors.com/professor/786347
Emily Cramer,Communication,3.6,3.4,60%,5,2361539,https://www.ratemyprofessors.com/professor/2361539
Charles Barclay,Philosophy,2,4,0%,1,2796353,https://www.ratemyprofessors.com/professor/2796353
Henok Mawi,Mathematics,4,3,42.8571%,27,1631133,https://www.ratemyprofessors.com/professor/1631133
Norma Small-Warren,Science,2.3,3.7,11.7647%,30,199626,https://www.ratemyprofessors.com/professor/199626
Ashley Preston,History,4.1,2.8,88.2353%,17,2638379,https://www.ratemyprofessors.com/professor/2638379
Dennis Davenport,Mathematics,2.7,4.1,50%,20,1193244,https://www.ratemyprofessors.com/professor/1193244
Gamby Camara,African Studies,3.3,3.1,57.1429%,7,2322769,https://www.ratemyprofessors.com/professor/2322769
Paule Ngo Mbai,Languages,3.8,2.8,75%,12,2250436,https://www.ratemyprofessors.com/professor/2250436
Sheshalatha Reddy,English,3.7,3.5,50%,6,2225952,https://www.ratemyprofessors.com/professor/2225952
Ahmad Harvey,Mathematics,4.9,1.8,100%,10,2768148,https://www.ratemyprofessors.com/professor/2768148
Iesha Fields,Biology,1.9,3.1,30%,10,2640867,https://www.ratemyprofessors.com/professor/2640867
Jonathan Newton,Business,2.7,3.7,66.6667%,3,2639788,https://www.ratemyprofessors.com/professor/2639788
Dee Dwyer,Journalism,0,0,-1%,0,2973146,https://www.ratemyprofessors.com/professor/2973146
Ziyad Motala,Law,2.8,3,25%,24,137600,https://www.ratemyprofessors.com/professor/137600
Daryl Harris,Political Science,3.8,2,80%,5,2630775,https://www.ratemyprofessors.com/professor/2630775
Berhanu Zewde,Chemistry,1.9,3.8,16.6667%,12,2254117,https://www.ratemyprofessors.com/professor/2254117
Virginie Aline,Languages,4.4,2.1,87.5%,8,2360238,https://www.ratemyprofessors.com/professor/2360238
Carolyn Shuttlesworth,English,3.2,1.9,100%,14,1190393,https://www.ratemyprofessors.com/professor/1190393
Raven Featherstone,Fine Arts,4.2,1.8,100%,6,942186,https://www.ratemyprofessors.com/professor/942186
Whitney Larkin,Psychology,5,2.3,100%,13,2731607,https://www.ratemyprofessors.com/professor/2731607
Miren  Lobato,Spanish,3.5,3,50%,2,2927838,https://www.ratemyprofessors.com/professor/2927838
Nakul  Karle,Science,3,3,100%,1,2968226,https://www.ratemyprofessors.com/professor/2968226
Mary Perkins,Economics,4,2.5,60%,20,383091,https://www.ratemyprofessors.com/professor/383091
Cherri Sinclair,Psychology,4.2,1.8,80%,5,1564422,https://www.ratemyprofessors.com/professor/1564422
Oluwakemi Adeola,Nutritional Sciences,4,3,66.6667%,3,2643768,https://www.ratemyprofessors.com/professor/2643768
Oyonumo Ntekim,Health Science,1.1,4.8,0%,13,1846210,https://www.ratemyprofessors.com/professor/1846210
Jacqueline Carmichael,Art,1,4.8,0%,5,2125472,https://www.ratemyprofessors.com/professor/2125472
Clarence Lee,Biology,4.4,1.7,66.6667%,6,1081250,https://www.ratemyprofessors.com/professor/1081250
Curtis Cain,Computer Information Systems,4.2,3.8,81.3953%,43,2178866,https://www.ratemyprofessors.com/professor/2178866
john ojo,Political Science,1,5,100%,1,2954564,https://www.ratemyprofessors.com/professor/2954564
Aija Meux,Social Work,1,5,0%,1,2954157,https://www.ratemyprofessors.com/professor/2954157
Anita Plummer,African Studies,2.8,3.9,38.8889%,18,2574154,https://www.ratemyprofessors.com/professor/2574154
Sonya Smith,Engineering,2.9,4.2,50%,9,800240,https://www.ratemyprofessors.com/professor/800240
Hope Hill,Psychology,1.4,2.9,0%,11,383081,https://www.ratemyprofessors.com/professor/383081
Tonnette  Graham ,Political Science,5,3,100%,1,2943005,https://www.ratemyprofessors.com/professor/2943005
Edilberto Galvan,Spanish,4.1,2.3,61.5385%,18,2039622,https://www.ratemyprofessors.com/professor/2039622
Yeona Kang,Mathematics,3,3.3,25%,4,2440560,https://www.ratemyprofessors.com/professor/2440560
Ahmed Mohamed,Mathematics,2.7,3.3,31.5789%,41,1314881,https://www.ratemyprofessors.com/professor/1314881
Kyrone Davis,Health Science,5,3,100%,1,2938505,https://www.ratemyprofessors.com/professor/2938505
Natalie Weathers-Green,Communication,4.3,1.7,66.6667%,3,2846404,https://www.ratemyprofessors.com/professor/2846404
Edmund Ameyaw,Mathematics,4.1,2.8,66.6667%,9,2051917,https://www.ratemyprofessors.com/professor/2051917
Muneer Abbas,Medicine,5,3.3,100%,11,2512315,https://www.ratemyprofessors.com/professor/2512315
Rudolph Hock,Classics,3.6,3.4,66.6667%,18,274852,https://www.ratemyprofessors.com/professor/274852
Neil Vaz,African Studies,5,3.7,100%,3,2137697,https://www.ratemyprofessors.com/professor/2137697
Talitha Leflouria,History,4.4,1.8,100%,5,912963,https://www.ratemyprofessors.com/professor/912963
Rosaline Honer,Accounting,3.7,3,66.6667%,3,2752239,https://www.ratemyprofessors.com/professor/2752239
Peter Vanderpoel,Architecture,4.2,2.7,100%,3,1267570,https://www.ratemyprofessors.com/professor/1267570
Darrell Fogan,Physical Education,3,3.8,0%,30,1074708,https://www.ratemyprofessors.com/professor/1074708
Mirza Galib,Chemistry,5,2.8,100%,9,2836651,https://www.ratemyprofessors.com/professor/2836651
Katharine Gurski,Mathematics,3.5,3.7,66.6667%,22,1209553,https://www.ratemyprofessors.com/professor/1209553
Jill McGowan,Mathematics,2.2,4.2,14.2857%,21,790729,https://www.ratemyprofessors.com/professor/790729
Anne Bolgiano,English,4.3,1.8,83.3333%,12,2639806,https://www.ratemyprofessors.com/professor/2639806
Joseph Fortunak,Chemistry,4,2.9,70.5882%,58,793944,https://www.ratemyprofessors.com/professor/793944
Stacyann Nelson,Physics,3.4,3.6,55.5556%,9,2809995,https://www.ratemyprofessors.com/professor/2809995
Junior Hopwood,Sociology,4.1,2.4,87.5%,8,2654843,https://www.ratemyprofessors.com/professor/2654843
Jae Chung,Communication,5,2,100%,3,2483414,https://www.ratemyprofessors.com/professor/2483414
. Abernathy,Chemistry,2.2,4.1,0%,35,662549,https://www.ratemyprofessors.com/professor/662549
Matthew Franke,Fine Arts,3.3,3.7,57.1429%,7,2490315,https://www.ratemyprofessors.com/professor/2490315
Chiara   Ciampa,English,5,3,100%,1,2898061,https://www.ratemyprofessors.com/professor/2898061
Woojae Kim,Psychology,1.8,4.2,20%,5,2252335,https://www.ratemyprofessors.com/professor/2252335
Elizabeth Stewart,Philosophy,5,1.5,100%,2,2873229,https://www.ratemyprofessors.com/professor/2873229
Marumbok Etta-Nkwelle,Finance,2.7,3.8,50%,5,1454244,https://www.ratemyprofessors.com/professor/1454244
Ciara Chiampa,Classics,4.5,2.5,100%,2,2906319,https://www.ratemyprofessors.com/professor/2906319
Hamil Harris ,Communication,4,1,100%,1,2897108,https://www.ratemyprofessors.com/professor/2897108
Erin Bevel,Political Science,3.6,1.6,60%,5,2762517,https://www.ratemyprofessors.com/professor/2762517
Tom Bonier,Political Science,5,2.7,100%,3,2627479,https://www.ratemyprofessors.com/professor/2627479
Troy Kearse,Psychology,5,1.4,100%,11,2640803,https://www.ratemyprofessors.com/professor/2640803
Saurav Aryal,Computer Science,3.8,2.9,62.5%,8,2672438,https://www.ratemyprofessors.com/professor/2672438
Dana Williams,English,3.9,3.5,75%,10,1617970,https://www.ratemyprofessors.com/professor/1617970
Araba Johnston-Arthur,Political Science,4.8,1.9,100%,7,1998946,https://www.ratemyprofessors.com/professor/1998946
Khady Diene,Languages,3.2,2.8,50%,5,2009589,https://www.ratemyprofessors.com/professor/2009589
Jean-Michel Mabeko,African Studies,3.2,3.1,83.3333%,7,1023078,https://www.ratemyprofessors.com/professor/1023078
Melissa Duchene,Physical Education,4.6,1.8,100%,9,1848391,https://www.ratemyprofessors.com/professor/1848391
Almaz Zewde,African Studies,3,3.4,100%,5,1685948,https://www.ratemyprofessors.com/professor/1685948
Dana Johnson,Business,3,2.7,66.6667%,3,2691455,https://www.ratemyprofessors.com/professor/2691455
Christopher Tozzi,History,4.9,1.8,100%,4,1900988,https://www.ratemyprofessors.com/professor/1900988
Ryan Seckinger,Engineering,4.3,2.7,100%,3,2847715,https://www.ratemyprofessors.com/professor/2847715
Michaela Amoo,Engineering,3.5,3.8,62.5%,8,2515176,https://www.ratemyprofessors.com/professor/2515176
Jacqueline Hammond ,Theater,4,1,100%,1,2881227,https://www.ratemyprofessors.com/professor/2881227
Niambi Carter,African-American Studies,4.7,3.3,66.6667%,3,2555205,https://www.ratemyprofessors.com/professor/2555205
Jack Frankel,Biology,4.5,2.6,87.5%,36,820546,https://www.ratemyprofessors.com/professor/820546
Caleb Ashley,Mathematics,4.8,2.4,100%,10,1192033,https://www.ratemyprofessors.com/professor/1192033
Ezer Kang,Psychology,4.9,3.6,71.4286%,7,2200892,https://www.ratemyprofessors.com/professor/2200892
Hassan Salmani,Engineering,3,3.8,60%,5,2418032,https://www.ratemyprofessors.com/professor/2418032
Charles Conyers,Political Science,4,2.1,57.8947%,29,1219991,https://www.ratemyprofessors.com/professor/1219991
Rachel Watson,English,5,2,100%,4,2207265,https://www.ratemyprofessors.com/professor/2207265
Rebecca Reviere,Sociology,3.5,2,50%,2,2645237,https://www.ratemyprofessors.com/professor/2645237
Kenisha  Grant ,Political Science,5,1,100%,1,2873222,https://www.ratemyprofessors.com/professor/2873222
Cynthia Winston,Psychology,3.6,2.9,50%,12,909628,https://www.ratemyprofessors.com/professor/909628
