Name,Department,Overall_Rating,Difficulty,Would_Take_Again_Pct,Num_Ratings,RMP_ID,RMP_URL
Earl Ettienne,Health Science,0,0,-1%,0,2266541,https://www.ratemyprofessors.com/professor/2266541
Ronald Leech,Computer Science,0,0,-1%,0,1199413,https://www.ratemyprofessors.com/professor/1199413
Mohamed Sesay,Mathematics,0,0,-1%,0,2121203,https://www.ratemyprofessors.com/professor/2121203
Micheal Cottman,Journalism,0,0,-1%,0,1673932,https://www.ratemyprofessors.com/professor/1673932
Robin Thornhill,Journalism,0,0,-1%,0,1673914,https://www.ratemyprofessors.com/professor/1673914
Robert P Green,Political Science,0,0,-1%,0,1043579,https://www.ratemyprofessors.com/professor/1043579
Robert Singh,Management,0,0,-1%,0,5047566,https://www.ratemyprofessors.com/professor/5047566
Ivory Toldson,Psychology,0,0,-1%,0,1460514,https://www.ratemyprofessors.com/professor/1460514
Janice Davis,Social Work,0,0,-1%,0,1456017,https://www.ratemyprofessors.com/professor/1456017
Karen Allen,Social Work,0,0,-1%,0,1456009,https://www.ratemyprofessors.com/professor/1456009
Jay Lucker,Communication,0,0,-1%,0,1314533,https://www.ratemyprofessors.com/professor/1314533
Winifred Watson-Florence,Social Science,0,0,-1%,0,1314532,https://www.ratemyprofessors.com/professor/1314532
Barron Harvey,Accounting,0,0,-1%,0,1301971,https://www.ratemyprofessors.com/professor/1301971
Haile Gerima,Communications,0,0,-1%,0,1293981,https://www.ratemyprofessors.com/professor/1293981
Gloria Jones,Nursing,0,0,-1%,0,1752342,https://www.ratemyprofessors.com/professor/1752342
Ingrid Sturgis,Communication,0,0,-1%,0,2038357,https://www.ratemyprofessors.com/professor/2038357
Joseph R Yeage,Mathematics,0,0,-1%,0,1598525,https://www.ratemyprofessors.com/professor/1598525
Robert  Lyons,Health & Human Performance,0,0,-1%,0,3157799,https://www.ratemyprofessors.com/professor/3157799
Justin   Wilson,Health Science,0,0,-1%,0,3101244,https://www.ratemyprofessors.com/professor/3101244
Antonie Csoka,Health Science,0,0,-1%,0,2731331,https://www.ratemyprofessors.com/professor/2731331
Mildred Pointer,Biology,0,0,-1%,0,2670200,https://www.ratemyprofessors.com/professor/2670200
Ricardo Sakai,Arts & Sciences,0,0,-1%,0,2653620,https://www.ratemyprofessors.com/professor/2653620
Sen Chiao,Arts & Sciences,0,0,-1%,0,2853545,https://www.ratemyprofessors.com/professor/2853545
Tafesswork Gebeyehu,Languages,0,0,-1%,0,2806736,https://www.ratemyprofessors.com/professor/2806736
Amed  Mohamed,Mathematics,0,0,-1%,0,2881331,https://www.ratemyprofessors.com/professor/2881331
William Kenlon,Music,0,0,-1%,0,2863749,https://www.ratemyprofessors.com/professor/2863749
Stacey Lloyd,Sociology,0,0,-1%,0,2859884,https://www.ratemyprofessors.com/professor/2859884
Timothy Macek,Music,0,0,-1%,0,2831708,https://www.ratemyprofessors.com/professor/2831708
Maneesh Pandeya,Communication,0,0,-1%,0,2960235,https://www.ratemyprofessors.com/professor/2960235
Busar Agcayazi,Finance,0,0,-1%,0,2956974,https://www.ratemyprofessors.com/professor/2956974
Rodney Smith,African Studies,0,0,-1%,0,2935651,https://www.ratemyprofessors.com/professor/2935651
Anthony  Gomes,Theater,0,0,-1%,0,2920039,https://www.ratemyprofessors.com/professor/2920039
Michael  Gaston,Social Work,0,0,-1%,0,2906753,https://www.ratemyprofessors.com/professor/2906753
aleriia Popova,Political Science,0,0,-1%,0,3049187,https://www.ratemyprofessors.com/professor/3049187
Lotanna Nneji,Biology,0,0,-1%,0,3065413,https://www.ratemyprofessors.com/professor/3065413
Dawit Hailu,Physics,0,0,-1%,0,3064456,https://www.ratemyprofessors.com/professor/3064456
Lislette Kernizan,Mathematics,0,0,-1%,0,3057396,https://www.ratemyprofessors.com/professor/3057396
Janvier chommo,Computer Information Systems,0,0,-1%,0,3132948,https://www.ratemyprofessors.com/professor/3132948
Michael  Gaston,Social Work,0,0,-1%,0,2906753,https://www.ratemyprofessors.com/professor/2906753
Maneesh Pandeya,Communication,0,0,-1%,0,2960235,https://www.ratemyprofessors.com/professor/2960235
Busar Agcayazi,Finance,0,0,-1%,0,2956974,https://www.ratemyprofessors.com/professor/2956974
Lislette Kernizan,Mathematics,0,0,-1%,0,3057396,https://www.ratemyprofessors.com/professor/3057396
aleriia Popova,Political Science,0,0,-1%,0,3049187,https://www.ratemyprofessors.com/professor/3049187
Tafesswork Gebeyehu,Languages,0,0,-1%,0,2806736,https://www.ratemyprofessors.com/professor/2806736
Sen Chiao,Arts & Sciences,0,0,-1%,0,2853545,https://www.ratemyprofessors.com/professor/2853545
Timothy Macek,Music,0,0,-1%,0,2831708,https://www.ratemyprofessors.com/professor/2831708
Carlos Menem,Economics,0,0,-1%,0,2460278,https://www.ratemyprofessors.com/professor/2460278
M. Rahman,Biology,0,0,-1%,0,2256161,https://www.ratemyprofessors.com/professor/2256161
Wilhelmina Harp,Biology,0,0,-1%,0,2241072,https://www.ratemyprofessors.com/professor/2241072
Dominique Douglas,Theater,0,0,-1%,0,2363578,https://www.ratemyprofessors.com/professor/2363578
Earl Bloch,Biology,0,0,-1%,0,2048528,https://www.ratemyprofessors.com/professor/2048528
Leticia Williams,Communication,0,0,-1%,0,2016557,https://www.ratemyprofessors.com/professor/2016557
Patricia McCormick,Communication,0,0,-1%,0,1407831,https://www.ratemyprofessors.com/professor/1407831
Deborah Monsegue,Health Science,0,0,-1%,0,1507764,https://www.ratemyprofessors.com/professor/1507764
Clarence Moore,Biology,0,0,-1%,0,2070296,https://www.ratemyprofessors.com/professor/2070296
Nicholas Lee,Physics,0,0,-1%,0,1901868,https://www.ratemyprofessors.com/professor/1901868
Patricia Martin-O'Meally,Social Work,0,0,-1%,0,1899390,https://www.ratemyprofessors.com/professor/1899390
Shane Gooding,Film,0,0,-1%,0,1874925,https://www.ratemyprofessors.com/professor/1874925
Veronika Williams,Political Science,0,0,-1%,0,1800532,https://www.ratemyprofessors.com/professor/1800532
Sigidi Mbonisi,Architecture,0,0,-1%,0,1786947,https://www.ratemyprofessors.com/professor/1786947
Spencer Boyer,Law,0,0,-1%,0,1458425,https://www.ratemyprofessors.com/professor/1458425
Katrina Floyd-Burt,Social Work,0,0,-1%,0,1456024,https://www.ratemyprofessors.com/professor/1456024
Kenneth Goodson,Social Work,0,0,-1%,0,1456023,https://www.ratemyprofessors.com/professor/1456023
Esther Dickerson,Social Work,0,0,-1%,0,1456018,https://www.ratemyprofessors.com/professor/1456018
Alvis Adair,Social Work,0,0,-1%,0,1456007,https://www.ratemyprofessors.com/professor/1456007
John Johnson,Journalism,0,0,-1%,0,1315593,https://www.ratemyprofessors.com/professor/1315593
Lamont Gonzalez,Communication,0,0,-1%,0,1060735,https://www.ratemyprofessors.com/professor/1060735
Jones Norma,Social Work,0,0,-1%,0,713550,https://www.ratemyprofessors.com/professor/713550
Chris Royal,Music,0,0,-1%,0,910087,https://www.ratemyprofessors.com/professor/910087
Allison Matulli,Humanities,0,0,-1%,0,3161897,https://www.ratemyprofessors.com/professor/3161897
Cassandra Jean,Sociology,0,0,-1%,0,3153644,https://www.ratemyprofessors.com/professor/3153644
Dominique Serette,Architecture,0,0,-1%,0,2989381,https://www.ratemyprofessors.com/professor/2989381
Arturo Balana,Finance,0,0,-1%,0,2865696,https://www.ratemyprofessors.com/professor/2865696
Stacey Llyod,Sociology,0,0,-1%,0,2859724,https://www.ratemyprofessors.com/professor/2859724
Marina Jerebtsova,Health Science,0,0,-1%,0,2858334,https://www.ratemyprofessors.com/professor/2858334
Charmaine Hutchinson,Nursing,0,0,-1%,0,1881190,https://www.ratemyprofessors.com/professor/1881190
Corey Holmes,African Studies,0,0,-1%,0,2955979,https://www.ratemyprofessors.com/professor/2955979
Kevina King,Humanities,0,0,-1%,0,2945953,https://www.ratemyprofessors.com/professor/2945953
Lancelot  Llewellyn ,Economics,0,0,-1%,0,2944303,https://www.ratemyprofessors.com/professor/2944303
Michelle  Taylor,English,0,0,-1%,0,2936524,https://www.ratemyprofessors.com/professor/2936524
Sale  Golafale,Chemistry,0,0,-1%,0,2951323,https://www.ratemyprofessors.com/professor/2951323
Denmarc Emlisma,Mathematics,0,0,-1%,0,2929005,https://www.ratemyprofessors.com/professor/2929005
LaTanya Brown-Robertson,Economics,0,0,-1%,0,2935182,https://www.ratemyprofessors.com/professor/2935182
DeAnna Hayden,TA,0,0,-1%,0,3083082,https://www.ratemyprofessors.com/professor/3083082
Sasha Sherwood,Nursing,0,0,-1%,0,3077441,https://www.ratemyprofessors.com/professor/3077441
Tigist Endgaw,Political Science,0,0,-1%,0,3092080,https://www.ratemyprofessors.com/professor/3092080
Nikkole Salter,Theater,0,0,-1%,0,3110310,https://www.ratemyprofessors.com/professor/3110310
MeGan  Hill,Nursing,0,0,-1%,0,3053217,https://www.ratemyprofessors.com/professor/3053217
Kelly Knickmeier Cummings,Humanities,0,0,-1%,0,3048538,https://www.ratemyprofessors.com/professor/3048538
Yueyi Dai,Languages,0,0,-1%,0,3047069,https://www.ratemyprofessors.com/professor/3047069
Sugata Chowdhury,Physics,0,0,-1%,0,2693372,https://www.ratemyprofessors.com/professor/2693372
Michael O'Connor,Engineering,0,0,-1%,0,2569291,https://www.ratemyprofessors.com/professor/2569291
Thomas Fungwe,Nutritional Sciences,0,0,-1%,0,2819345,https://www.ratemyprofessors.com/professor/2819345
Carlton Crockett,Nutritional Sciences,0,0,-1%,0,2674794,https://www.ratemyprofessors.com/professor/2674794
Cletus Emokpae,Communication,0,0,-1%,0,2640395,https://www.ratemyprofessors.com/professor/2640395
Chioma Oruh,Political Science,0,0,-1%,0,2798515,https://www.ratemyprofessors.com/professor/2798515
Samantha Powers,Communication,0,0,-1%,0,2789159,https://www.ratemyprofessors.com/professor/2789159
Altheria Caldera,Education,0,0,-1%,0,2753289,https://www.ratemyprofessors.com/professor/2753289
Aunamesha Henley,Health Science,0,0,-1%,0,2665768,https://www.ratemyprofessors.com/professor/2665768
Chioma Mary Oruh,Political Science,0,0,-1%,0,2798736,https://www.ratemyprofessors.com/professor/2798736
Opel Jones,Mathematics,0,0,-1%,0,2296050,https://www.ratemyprofessors.com/professor/2296050
Adrian Allen,Mathematics,0,0,-1%,0,2527788,https://www.ratemyprofessors.com/professor/2527788
Gregory Reed,Psychology,0,0,-1%,0,1354677,https://www.ratemyprofessors.com/professor/1354677
Xiping Zhan,Medicine,0,0,-1%,0,2300872,https://www.ratemyprofessors.com/professor/2300872
John Stubbs III,Biology,0,0,-1%,0,2519174,https://www.ratemyprofessors.com/professor/2519174
Emmanuel Glakpe,Engineering,0,0,-1%,0,2267412,https://www.ratemyprofessors.com/professor/2267412
LaMarcus Wingate,Health Science,0,0,-1%,0,2266542,https://www.ratemyprofessors.com/professor/2266542
Lila Amons,Spanish,0,0,-1%,0,1932550,https://www.ratemyprofessors.com/professor/1932550
Richard Kalunga,Communication,0,0,-1%,0,1676964,https://www.ratemyprofessors.com/professor/1676964
Lakeisha Harrison,Political Science,0,0,-1%,0,1818977,https://www.ratemyprofessors.com/professor/1818977
Reginald Robinson,Law,0,0,-1%,0,1679124,https://www.ratemyprofessors.com/professor/1679124
Marie Kouassi,Economics,0,0,-1%,0,1673677,https://www.ratemyprofessors.com/professor/1673677
Shawn Eastmond,Physics,0,0,-1%,0,1639569,https://www.ratemyprofessors.com/professor/1639569
Mika Kato,Economics,0,0,-1%,0,2053604,https://www.ratemyprofessors.com/professor/2053604
Samuel  Fulwood ,Journalism,0,0,-1%,0,2076905,https://www.ratemyprofessors.com/professor/2076905
Taylor Moore,Chemistry,0,0,-1%,0,1063753,https://www.ratemyprofessors.com/professor/1063753
Chambuerai Coolio,Women's Studies,0,0,-1%,0,821633,https://www.ratemyprofessors.com/professor/821633
Charles Jarmon,Freshman Seminar,0,0,-1%,0,1391525,https://www.ratemyprofessors.com/professor/1391525
Duraiswamy Sandararamen,Mathematics,0,0,-1%,0,1391499,https://www.ratemyprofessors.com/professor/1391499
Jean McRae,Social Work,0,0,-1%,0,1422607,https://www.ratemyprofessors.com/professor/1422607
William Turney,Philosophy,0,0,-1%,0,1422046,https://www.ratemyprofessors.com/professor/1422046
Carlos Parry,Health Science,0,0,-1%,0,1346732,https://www.ratemyprofessors.com/professor/1346732
Lezlie Shackell,Military Science,0,0,-1%,0,1149393,https://www.ratemyprofessors.com/professor/1149393
Starosta William,Communication,0,0,-1%,0,916152,https://www.ratemyprofessors.com/professor/916152
Grace Virtue,Communication,0,0,-1%,0,1199452,https://www.ratemyprofessors.com/professor/1199452
Gregory Jenkins,Physics,0,0,-1%,0,1314795,https://www.ratemyprofessors.com/professor/1314795
Tamar Meekins,Law,0,0,-1%,0,1578239,https://www.ratemyprofessors.com/professor/1578239
Fariyal Newton,Social Work,0,0,-1%,0,1456028,https://www.ratemyprofessors.com/professor/1456028
Jerome Haynesworth,Spanish,0,0,-1%,0,4245765,https://www.ratemyprofessors.com/professor/4245765
Carolyn Allenye Perry ,Business,0,0,-1%,0,3163610,https://www.ratemyprofessors.com/professor/3163610
Marilyn  Sephocle,Languages,0,0,-1%,0,3152439,https://www.ratemyprofessors.com/professor/3152439
AbdulMalik Saiid,Mathematics,0,0,-1%,0,3048670,https://www.ratemyprofessors.com/professor/3048670
Alanna  Fields,Art,0,0,-1%,0,3027400,https://www.ratemyprofessors.com/professor/3027400
Giovanna Hunt,Social Work,0,0,-1%,0,3022826,https://www.ratemyprofessors.com/professor/3022826
Pinky Shodhan,Accounting,0,0,-1%,0,3014989,https://www.ratemyprofessors.com/professor/3014989
Deborah Johnson ,Physical Education,0,0,-1%,0,3014049,https://www.ratemyprofessors.com/professor/3014049
Yaw Asare,Languages,0,0,-1%,0,3100910,https://www.ratemyprofessors.com/professor/3100910
James Williams,Business,0,0,-1%,0,3098238,https://www.ratemyprofessors.com/professor/3098238
Dominic  McKenzie,Journalism,0,0,-1%,0,2993101,https://www.ratemyprofessors.com/professor/2993101
Jordan Hirsh,Mathematics,0,0,-1%,0,3142232,https://www.ratemyprofessors.com/professor/3142232
Janvier Tchommo,Computer Information Systems,0,0,-1%,0,3140355,https://www.ratemyprofessors.com/professor/3140355
Sanjib Sharma,Engineering,0,0,-1%,0,3119872,https://www.ratemyprofessors.com/professor/3119872
Chiara Ciampa,English,0,0,-1%,0,2906186,https://www.ratemyprofessors.com/professor/2906186
Kenya Goods,Sociology,0,0,-1%,0,2789291,https://www.ratemyprofessors.com/professor/2789291
Zion Evrony,Political Science,0,0,-1%,0,2785004,https://www.ratemyprofessors.com/professor/2785004
Arijit Ray,Economics,0,0,-1%,0,2694968,https://www.ratemyprofessors.com/professor/2694968
Patricia Ashton,Health & Human Performance,0,0,-1%,0,2672436,https://www.ratemyprofessors.com/professor/2672436
Taryn Myers,Communication,0,0,-1%,0,2650004,https://www.ratemyprofessors.com/professor/2650004
Uchenna Onuzulike,Communication,0,0,-1%,0,2850201,https://www.ratemyprofessors.com/professor/2850201
Christopher Petter,English,0,0,-1%,0,2839107,https://www.ratemyprofessors.com/professor/2839107
Ashley Clark,Communication,0,0,-1%,0,2835616,https://www.ratemyprofessors.com/professor/2835616
Sulman Rahmat,Biology,0,0,-1%,0,2819292,https://www.ratemyprofessors.com/professor/2819292
Jean Pascale,Nutritional Sciences,0,0,-1%,0,2871453,https://www.ratemyprofessors.com/professor/2871453
Andrew Maggin,Africana Studies,0,0,-1%,0,2884415,https://www.ratemyprofessors.com/professor/2884415
Michael  McElroy,Theater,0,0,-1%,0,2986844,https://www.ratemyprofessors.com/professor/2986844
Mercedes Ebanks,Communication,0,0,-1%,0,2400424,https://www.ratemyprofessors.com/professor/2400424
Nicole Brewer,Theater,0,0,-1%,0,2363580,https://www.ratemyprofessors.com/professor/2363580
Allen Jackson,Fine Arts,0,0,-1%,0,1814522,https://www.ratemyprofessors.com/professor/1814522
Araba Blankson,Psychology,0,0,-1%,0,2258656,https://www.ratemyprofessors.com/professor/2258656
Damon Sheppard,Architecture,0,0,-1%,0,2169670,https://www.ratemyprofessors.com/professor/2169670
Britney Gulledge,English,0,0,-1%,0,2731255,https://www.ratemyprofessors.com/professor/2731255
Jacoby Carter,Philosophy,0,0,-1%,0,2706261,https://www.ratemyprofessors.com/professor/2706261
Allison Morgan,Business,0,0,-1%,0,2532943,https://www.ratemyprofessors.com/professor/2532943
Verna Supel,Business,0,0,-1%,0,2517827,https://www.ratemyprofessors.com/professor/2517827
Gina Brown,Medicine,0,0,-1%,0,2611747,https://www.ratemyprofessors.com/professor/2611747
Brittany Johnson,Theater,0,0,-1%,0,2638269,https://www.ratemyprofessors.com/professor/2638269
Andre' Hammel,Political Science,0,0,-1%,0,2362674,https://www.ratemyprofessors.com/professor/2362674
Marcus Johnson,Music,0,0,-1%,0,2280432,https://www.ratemyprofessors.com/professor/2280432
George Adobe,Mathematics,0,0,-1%,0,2291655,https://www.ratemyprofessors.com/professor/2291655
Cheryl Nichols,Law,0,0,-1%,0,2225646,https://www.ratemyprofessors.com/professor/2225646
Raymond Terry,Health Science,0,0,-1%,0,1918450,https://www.ratemyprofessors.com/professor/1918450
Andridia Mapson,Social Work,0,0,-1%,0,1456029,https://www.ratemyprofessors.com/professor/1456029
Sandra Crewe,Social Work,0,0,-1%,0,1456016,https://www.ratemyprofessors.com/professor/1456016
Gene Seymour,Communication,0,0,-1%,0,2016561,https://www.ratemyprofessors.com/professor/2016561
Aitza Haddad,Communication,0,0,-1%,0,2038087,https://www.ratemyprofessors.com/professor/2038087
Connaitre Miller,Music,0,0,-1%,0,680339,https://www.ratemyprofessors.com/professor/680339
Lajuan Simpson,English,0,0,-1%,0,806995,https://www.ratemyprofessors.com/professor/806995
Janey Cubbage,Communication,0,0,-1%,0,1230022,https://www.ratemyprofessors.com/professor/1230022
Colette Veasey-Cullors,Art,0,0,-1%,0,1046447,https://www.ratemyprofessors.com/professor/1046447
Carolyn Covington,Nursing,0,0,-1%,0,1727707,https://www.ratemyprofessors.com/professor/1727707
Lenford Smith,Accounting,0,0,-1%,0,1652485,https://www.ratemyprofessors.com/professor/1652485
Hamid Hommeau-Thugge,History,0,0,-1%,0,1303628,https://www.ratemyprofessors.com/professor/1303628
William Sadler,Biology,0,0,-1%,0,878639,https://www.ratemyprofessors.com/professor/878639
Jasmin Hewitt,Political Science,0,0,-1%,0,988408,https://www.ratemyprofessors.com/professor/988408
Gddfg Aga,History,0,0,-1%,0,969402,https://www.ratemyprofessors.com/professor/969402
Gadis Nowell,Management,0,0,-1%,0,955642,https://www.ratemyprofessors.com/professor/955642
Chike Monwuba,Engineering,0,0,-1%,0,3845706,https://www.ratemyprofessors.com/professor/3845706
Yiselle Santos Rivera,Architecture,0,0,-1%,0,3159262,https://www.ratemyprofessors.com/professor/3159262
Marilyn  Sephocle,Languages,0,0,-1%,0,3152439,https://www.ratemyprofessors.com/professor/3152439
