Course_Code,Section,Course_Name,Status,Instructor,Room,Days,Time
HHPL 304,1,Intro to Esports Management,Open,Deborah Johnson,N/A,"Tuesday, Thursday",12:10 PM - 1:30 PM
HHPL 717,1,Role of Sport in Society-WRTG,Open,Aaron Livingston,N/A,Thursday,6:10 PM - 8:40 PM
HHPL 723,1,Introduction to Research and Statistics - Writing,Waitlist,Aaron Livingston,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
HIST 003,3,Intro to History,Closed,N/A,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
HIST 005,2,Intro Black Diaspora I,Closed,Nathalie Pierre,DGH-106,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
HIST 005,3,Intro Black Diaspora I,Closed,Nathalie Pierre,DGH-208,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
HIST 005,5,Intro Black Diaspora I,Closed,Ana Lucia Araujo,DGH-205,"Tuesday, Thursday",2:10 PM - 3:30 PM
HIST 005,6,Intro Black Diaspora I,Closed,Ana Lucia Araujo,DGH-212,Tuesday,5:10 PM - 7:30 PM
HIST 006,7,Intro to Black Diaspora II,Closed,Jeffrey Kerr-Ritchie,DGH-220,"Tuesday, Thursday",2:10 PM - 3:30 PM
HIST 009,1,U S History to 1877,Open,Anton House,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
HIST 009,2,U S History to 1877,Closed,David Reed,DGH-114,"Tuesday, Thursday",8:10 AM - 9:30 AM
HIST 010,1,US Hist Since 1877,Closed,Anton House,DGH-208,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
HIST 010,2,US Hist Since 1877,Closed,Benjamin Baker,DGH-211,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
HIST 010,3,US Hist Since 1877,Closed,David Reed,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
HIST 016,1,Colloq. women in the Diasporq.,Closed,Kay Lewis,DGH-106,"Tuesday, Thursday",11:10 AM - 12:30 PM
HIST 030,1,Intro African History I,Closed,Jody Benjamin,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
HIST 030,4,Intro African History I,Closed,Jody Benjamin,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
HIST 044,1,Coll on the African Diaspora,Open,Nathalie Pierre,DGH-214,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
HIST 071,1,Afro-American Film,Closed,Tammy Brown,DGH-106,"Tuesday, Thursday",3:40 PM - 5:00 PM
HIST 074,1,ST: History of Black Religion,Closed,Benjamin Baker,DGH-212,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
HIST 077,1,Topics in South African Hist,Open,Ademide Adelusi-Adeluyi,DGH-208,"Tuesday, Thursday",9:40 AM - 11:00 AM
HIST 077,2,Topics in South African Hist,Open,Ademide Adelusi-Adeluyi,DGH-212,"Tuesday, Thursday",11:10 AM - 12:30 PM
HIST 082,2,Senior Colloquium,Open,N/A,N/A,Tuesday,2:10 PM - 3:00 PM
HIST 082,3,Senior Colloquium,Open,Benjamin Talton,N/A,Wednesday,1:10 PM - 2:00 PM
HIST 083,1,"Drugs, Sex and Rock & Roll",Closed,Tammy Brown,DGH-211,"Tuesday, Thursday",5:10 PM - 6:30 PM
HIST 096,3,Internship in Public Hist,Closed,N/A,N/A,N/A,N/A
HIST 100,1,"Supreme Ct, Race and Civil Rig",Closed,Kay Lewis,DGH-210,"Tuesday, Thursday",12:40 PM - 2:00 PM
HIST 101,1,World Geography,Open,Petronella Kigochi,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
HIST 106,1,Environmental  Conservation,Open,Petronella Kigochi,DGH-110,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
HIST 153,1,Seminar in US History,Closed,Ashley Preston,DGH-106,"Tuesday, Thursday",9:40 AM - 11:00 AM
HIST 155,1,Seminar 19th Century,Open,Frederick Knight,ILH-114,"Tuesday, Thursday",9:40 AM - 11:00 AM
HIST 157,1,Seminar in Public History,Closed,Ashley Preston,DGH-113,"Tuesday, Thursday",11:10 AM - 12:30 PM
HIST 170,1,"Global Warming, People & Envir",Open,Petronella Kigochi,DGH-104,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
HIST 173,1,Comparative Slavery in America,Closed,Jeffrey Kerr-Ritchie,DGH-212,"Tuesday, Thursday",3:40 PM - 5:00 PM
HIST 176,2,Afro-America to 1877,Closed,N/A,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
HIST 177,1,African Amer Hist,Closed,Frederick Knight,DGH-212,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
HIST 181,4,Sem: Human Rights History,Closed,Jean-Michael Mabeko-Tali,DGH-113,"Tuesday, Thursday",12:40 PM - 2:00 PM
HIST 190,1,Mod Revolu & Liberation Move I,Open,Jean-Michael Mabeko-Tali,ILH-103,"Tuesday, Thursday",3:40 PM - 5:10 PM
HLMN 102,1,Health Management I,Closed,Patricia Talbert,801 NC-524,Tuesday,1:10 PM - 3:40 PM
HLMN 102,2,Health Management I,Open,Lennox Graham,N/A,N/A,N/A
HLMN 201,2,Community Health,Closed,Kafui Doe,801 NC-524,Thursday,1:10 PM - 3:40 PM
HLMN 306,1,Principles of Epidemiology,Closed,Patricia Talbert,801 NC-524,Wednesday,1:10 PM - 3:40 PM
HLMN 315,1,Health Informatics,Open,Lori Garibay,801 NC-523,Wednesday,5:30 PM - 8:00 PM
HLMN 400,1,Health Operations,Open,Kyrone Davis,801 NC-523,Wednesday,10:10 AM - 12:40 PM
HLMN 402,1,Hlth. Management Internship,Open,Kafui Doe,801 NC-524,Tuesday,10:10 AM - 12:40 PM
HLMN 410,1,Health Economics,Closed,Kyrone Davis,801 NC-523,Thursday,10:10 AM - 12:40 PM
HNRS 001,1,Honors Explore Research & Data,Open,LaTanya Brown-Robertson,ILH-114A,"Tuesday, Thursday",3:40 PM - 5:00 PM
HNRS 020,1,Tech. Data Bias and Ethics,Open,Jevay Grooms,DGH-208,Wednesday,3:10 PM - 5:00 PM
HNRS 084,1,Honors Natural Science Sem,Open,Ezer Kang,ASB-105,Wednesday,9:00 AM - 12:00 PM
HNRS 093,1,Honors Research Methods,Open,Ayana Best,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
HNRS 700,1,Honors Writing Intensive,Open,Marina del Sol,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
HUDV 001,1,Fresh Orientation Sem-Humn Dev,Open,Kyndra Middleton,MIN-217,Monday,3:10 PM - 4:00 PM
HUDV 095,1,Hum Dev Fam Cult & Society,Open,Hakim Rashid,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
HUDV 095,2,"Human Dev, Family, Culture & Soc (HD-DCP)",Open,Stacey McDonald Lowe,N/A,N/A,N/A
HUDV 114,1,Growth & Dev in Child & Adoles,Open,Ura Oyemade Bailey,N/A,"Tuesday, Thursday",9:40 AM - 11:00 AM
HUDV 114,2,Growth & Dev in Child & Adoles (HD-DCP),Open,Kristen Gayle,N/A,Thursday,5:30 PM - 7:00 PM
HUDV 118,1,Youth Placed at Risk,Open,Kyndra Middleton,MIN-212,Thursday,11:10 AM - 1:30 PM
HUDV 119,1,Diverse Youth of Color,Open,Velma LaPoint,MIN-212,Tuesday,11:10 AM - 1:30 PM
HUDV 119,2,Diverse Children of Color (HD-DCP),Open,Velma LaPoint,N/A,Wednesday,7:30 PM - 9:00 PM
HUDV 141,1,Risk & Resiliency in Families,Open,Stacey McDonald Lowe,N/A,Monday,7:30 PM - 9:00 PM
HUDV 143,1,"Parentology: Theory, Research & Support",Open,Kyndra Middleton,N/A,Tuesday,7:30 PM - 9:00 PM
HUDV 150,1,Positive Aging in Adult Dev.,Closed,Veronica Thomas,MIN-212,Tuesday,2:10 PM - 4:30 PM
HUDV 169,1,Internship in Human Dev.,Open,Ura Oyemade Bailey,MIN-217,Wednesday,4:30 PM - 5:30 PM
HUDV 202,1,Honors First Semester Sem. I,Open,Kyndra Middleton,MIN-217,Wednesday,2:10 PM - 3:00 PM
HUDV 209,1,Honors Thesis I,Open,Kyndra Middleton,MIN-209,Friday,3:00 PM - 3:50 PM
HUMA 107,1,Women in Literature,Closed,Joyce Camper,N/A,"Tuesday, Thursday",12:40 PM - 2:00 PM
HUMA 107,2,Women in Literature,Closed,Sheshalatha Reddy,N/A,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
HUMA 107,3,Women in Literature,Closed,Miriam Gyimah,LKH-P08,"Tuesday, Thursday",9:40 AM - 11:00 AM
HUMA 107,5,Women in Literature,Closed,Miriam Gyimah,LKH-B2,"Tuesday, Thursday",2:10 PM - 3:30 PM
HUMA 111,1,Classic Films in English,Closed,Marc Singer,DGH-13,"Tuesday, Thursday",2:10 PM - 3:30 PM
IDSD 110,1,"Women, Gender & Sexualities",Closed,Angela Pashayan,DGH-110,"Tuesday, Thursday",3:40 PM - 5:00 PM
IDSD 111,1,Black Feminist Theory,Closed,Krista Johnson,DGH-207,"Tuesday, Thursday",2:10 PM - 3:30 PM
IDSD 122,1,Intro. to Black LGBTQ Studies,Closed,Emily Kugler,LKH-B21,"Tuesday, Thursday",2:10 PM - 3:30 PM
IDSD 130,1,Cornerstone: African Diaspora,Closed,Caroline Stark,LKH-236,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
IDSD 130,2,Cornerstone: African Diaspora,Closed,Wesley Hanson,LKH-236,"Tuesday, Thursday",9:40 AM - 11:00 AM
IDSD 130,3,Cornerstone: African Diaspora,Closed,Wesley Hanson,LKH-236,"Tuesday, Thursday",11:10 AM - 12:30 PM
IDSD 130,4,Cornerstone: African Diaspora,Closed,Shana O'Connell,LKH-236,"Tuesday, Thursday",5:10 PM - 6:30 PM
IDSD 130,5,Cornerstone: African Diaspora,Closed,Amy Lewis,LKH-253,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
IDSD 190,1,Independent Studies A,Open,Lloyd Sloan,N/A,N/A,N/A
IDSD 191,1,Independent Studies B,Open,Lloyd Sloan,N/A,N/A,N/A
IDSD 192,1,Independent Studies C,Open,Lloyd Sloan,N/A,N/A,N/A
INBU 300,1,Principles of International Business,Closed,Bahareh Eftekhari,CB4-418,"Tuesday, Thursday",12:40 PM - 2:00 PM
INBU 320,1,International Marketing,Open,Bahareh Eftekhari,CB4-200,"Monday, Wednesday",2:10 PM - 3:30 PM
INBU 340,1,International Financial Mgmt,Open,Jin-Gil Jeong,CB4-567,"Monday, Wednesday",12:40 PM - 2:00 PM
INBU 360,1,Management of International Business,Open,Masoud Kavoossi,CB4-567,"Monday, Wednesday",9:40 AM - 11:00 AM
INBU 365,1,International Human Resources Management,Open,Masoud Kavoossi,CB4-567,"Monday, Wednesday",11:10 AM - 12:30 PM
INFO 010,1,Business Problem Solving,Closed,Carolyn Alleyne Perry,CB4-317,"Monday, Wednesday",2:10 PM - 3:00 PM
INFO 010,2,Business Problem Solving,Closed,Bahareh Eftekhari,CB4-322,"Monday, Wednesday",3:40 PM - 4:30 PM
INFO 010,3,Business Problem Solving,Closed,Soomin Park,CB4-322,"Monday, Wednesday",2:10 PM - 3:00 PM
INFO 010,4,Business Problem Solving,Closed,Carolyn Alleyne Perry,CB4-322,"Monday, Wednesday",9:40 AM - 10:30 AM
INFO 010,6,Business Problem Solving,Closed,Efosa Idemudia,CB4-216,"Monday, Wednesday",9:40 AM - 10:30 AM
INFO 204,1,Management Information Systems,Closed,Janvier Tchommo,CB4-317,"Monday, Wednesday",5:10 PM - 6:30 PM
INFO 204,2,Management Information Systems,Closed,Janvier Tchommo,CB4-418,"Monday, Wednesday",2:10 PM - 3:30 PM
INFO 204,3,Management Information Systems,Closed,Opata Jonathan,CB4-428,"Monday, Wednesday",3:40 PM - 5:00 PM
INFO 204,4,Management Information Systems,Open,Daniel Owunwanne,CB4-200,"Tuesday, Thursday",9:40 AM - 11:00 AM
INFO 311,1,Quantitative Business Analysis,Open,Darian Unger,CB4-415,"Tuesday, Thursday",12:40 PM - 2:00 PM
INFO 311,2,Quantitative Business Analysis,Closed,Iman Ghalehkhondabi,CB4-322,"Monday, Wednesday",8:10 AM - 9:30 AM
INFO 311,4,Quantitative Business Analysis,Closed,Narendra Rustagi,CB4-200,"Monday, Wednesday",12:40 PM - 2:00 PM
INFO 311,5,Quantitative Business Analysis,Closed,Iman Ghalehkhondabi,CB4-200,"Monday, Wednesday",11:10 AM - 12:30 PM
INFO 311,6,Quantitative Business Analysis,Closed,Janvier Tchommo,CB4-322,"Tuesday, Thursday",8:10 AM - 9:30 AM
INFO 330,1,Data Base Management,Open,Daniel Owunwanne,CB4-217,"Tuesday, Thursday",11:10 AM - 12:30 PM
INFO 335,1,Production and Operations Management,Open,Karthik Balasubramanian,CB4-317,"Tuesday, Thursday",3:40 PM - 5:00 PM
INFO 335,2,Production and Operations Management,Open,Karthik Balasubramanian,CB4-428,"Tuesday, Thursday",11:10 AM - 12:30 PM
INFO 335,3,Production and Operations Management,Open,Anupam Kumar,CB4-216,"Monday, Wednesday",2:10 PM - 3:30 PM
INFO 335,4,Production and Operations Management,Closed,Angela Jones,CB4-216,"Monday, Wednesday",3:40 PM - 5:00 PM
INFO 335,5,Production and Operations Management,Open,Darian Unger,CB4-218,"Tuesday, Thursday",11:10 AM - 12:30 PM
INFO 335,6,Production and Operations Management,Open,Darian Unger,CB4-216,"Tuesday, Thursday",2:10 PM - 3:30 PM
INFO 341,1,Intro to JAVA Programming,Open,Samaa Elnagar,CB4-400,"Tuesday, Thursday",2:10 PM - 3:30 PM
INFO 370,1,Systems Analysis & Design,Open,Daniel Owunwanne,CB4-415,"Tuesday, Thursday",2:10 PM - 3:30 PM
INFO 375,1,Seminar on IT (Introduction to Artificial Intelligence in Business),Open,Samaa Elnagar,CB4-400,"Tuesday, Thursday",9:40 AM - 11:00 AM
INFO 384,1,Business Analytics,Open,Anupam Kumar,CB4-415,"Monday, Wednesday",3:40 PM - 5:00 PM
INFO 391,2,Intro to Info Security,Waitlist,Robert Burke,CB4-426,"Monday, Wednesday",11:10 AM - 12:30 PM
INFO 396,1,Project Management,Open,Jude Joseph,CB4-426,"Tuesday, Thursday",5:10 PM - 6:30 PM
INFO 396,2,Project Mgmt,Closed,Janvier Tchommo,CB4-300B,"Tuesday, Thursday",12:40 PM - 2:00 PM
INFO 398,1,Info Sys Consulting,Open,Efosa Idemudia,CB4-418,"Monday, Wednesday",12:40 PM - 2:00 PM
INSU 350,1,Risk & Insurance,Open,Charmaine Davis,CB4-317,"Monday, Wednesday",3:40 PM - 5:00 PM
INSU 352,1,Property Liability Insurance,Open,B. Paul Choi,CB4-217,"Monday, Wednesday",12:40 PM - 2:00 PM
INTD 098,1,Env Factors of Interior Design,Open,Jacqueline Carmichael,HMB-B32A,"Tuesday, Thursday",3:40 PM - 5:30 PM
INTD 100,1,Fund Drafting of Interior,Open,Evan Watson,HMB-B02C,Wednesday,4:00 PM - 7:00 PM
INTD 102,1,History of Interiors & Arch.,Open,Carol Rhodes Dyson,LVC-2004,"Monday, Wednesday",2:10 PM - 3:30 PM
INTD 106,1,CAD for Interiors I,Open,Maria Linares Trelles,UGL-L036,Wednesday,5:00 PM - 8:00 PM
INTD 111-1 - Resident Interior Design I,N/A,Resident Interior Design I,Open,Lorra Rivers,HMB-B02C,Tuesday,5:10 PM - 8:10 PM
INTD 113,1,Office Interior Design,Open,Evan Watson,HMB-B32A,Monday,4:00 PM - 7:00 PM
INTD 116,1,Lighting of Interior Spaces,Open,Lorra Rivers,HMB-B02C,Thursday,5:00 PM - 8:00 PM
INTD 168,1,Research in Interior Design,Open,Maria Linares Trelles,HMB-B32A,Wednesday,1:00 PM - 4:00 PM
INTD 169,1,Fieldwork Interior Design,Open,Jacqueline Carmichael,HMB-B32A,Monday,10:10 AM - 12:00 PM
INTD 190,1,Special Proj Interior Design,Open,Jacqueline Carmichael,HMB-B32A,Monday,1:10 PM - 3:00 PM
JAPN 001,1,Japanese I,Open,Etsuko Yamakita,ILH-116,"Tuesday, Thursday",9:40 AM - 11:00 AM
JAPN 001,2,Japanese I,Open,Etsuko Yamakita,LKH-304,"Tuesday, Thursday",11:10 AM - 12:30 PM
JAPN 002,1,Japanese II,Closed,Etsuko Yamakita,LKH-340,"Tuesday, Thursday",12:40 PM - 2:00 PM
JAPN 003,1,Japanese III,Waitlist,Miki Reed,LKH-365,"Tuesday, Thursday",12:40 PM - 2:00 PM
JAPN 004,1,Japanese IV,Open,Miki Reed,ILH-103,"Tuesday, Thursday",2:10 PM - 3:30 PM
JAPN 040,1,Grammar Review,Open,Miki Reed,LKH-359,"Tuesday, Thursday",3:40 PM - 5:00 PM
JAPN 052,1,Reading Writing Workshop,Open,Miki Reed,DGH-218,"Tuesday, Thursday",5:10 PM - 6:30 PM
KORE 001,1,Korean I,Open,Kukjin Cheon,LKH-323,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
KORE 001,2,Korean I,Open,Kukjin Cheon,LKH-323,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
KORE 003,2,Korean III,Open,Kukjin Cheon,LKH-323,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
KORE 050-1 - Oral Expression I,N/A,Oral Expression I,Open,Kukjin Cheon,LKH-208,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 005,1,College Algebra I WR,Closed,Lifoma Salaam,LKH-242,"Monday, Wednesday",11:10 AM - 12:00 PM
MATH 005,2,College Algebra I WR,Closed,IDRISSA ABDEL KADER,LKH-118,"Monday, Wednesday",3:10 PM - 4:00 PM
MATH 005,3,College Algebra I WR,Closed,Gabriel Ayine,LKH-118,"Monday, Wednesday",4:10 PM - 5:00 PM
MATH 005,4,College Algebra I WR,Closed,Tiffany Padgett,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 005,5,College Algebra I WR,Closed,Kamal Barley,LKH-208,"Monday, Wednesday",4:10 PM - 5:00 PM
MATH 005,6,College Algebra I WR,Closed,Bruce Clark,DGH-207,"Monday, Wednesday",11:10 AM - 12:00 PM
MATH 005,7,College Algebra I WR,Closed,Simon Kojo Appiah,LKH-118,"Monday, Wednesday",2:10 PM - 3:00 PM
MATH 005,8,College Algebra I WR,Open,Tiffany Padgett,LKH-236,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
MATH 005,9,College Algebra I WR,Closed,Lifoma Salaam,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MATH 005,10,College Algebra I WR,Closed,Almaz Abebe,LKH-B21,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 005,11,College Algebra I WR,Closed,Bruce Clark,LKH-244,"Monday, Wednesday",3:10 PM - 4:00 PM
MATH 005,12,College Algebra I WR,Closed,John-Harold Ahiable,N/A,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
MATH 005,13,College Algebra I WR,Closed,Leroy Rowe,N/A,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
MATH 005,14,College Algebra I WR,Closed,Lawrencia Konje Siri Epse Nukenine,LKH-B21,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
MATH 005,16,College Algebra I WR,Closed,Kamal Barley,LKH-B21,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
MATH 005,18,College Algebra I WR,Closed,Drew Dickenson,BNB-B01,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
MATH 005,22,College Algebra I WR,Closed,Lisette Kernizan,N/A,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
MATH 005,23,College Algebra I WR,Closed,Eric Che,N/A,"Monday, Wednesday, Friday",6:10 PM - 7:00 PM
MATH 005,24,College Algebra I WR,Closed,Eric Che,N/A,"Monday, Wednesday",5:10 PM - 6:00 PM
MATH 005,26,College Algebra I WR,Closed,Aaron Large,BNB-B03,"Monday, Wednesday",3:10 PM - 4:00 PM
MATH 005,27,College Algebra I WR,Closed,Khadeejah Smith,LKH-257,"Monday, Wednesday",4:10 PM - 5:00 PM
MATH 005,28,College Algebra I WR,Open,Oladapo Olalude,LKH-257,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
MATH 005,29,College Algebra I WR,Open,Oladapo Olalude,LKH-118,"Monday, Wednesday, Friday",6:10 PM - 7:00 PM
MATH 005,30,College Algebra I WR,Closed,Bruce Clark,BNB-B01,"Monday, Wednesday",1:10 PM - 2:00 PM
MATH 005,31,College Algebra I WR,Closed,Khadeejah Smith,LKH-208,"Monday, Wednesday",5:10 PM - 6:00 PM
MATH 006,1,College Algebra I,Closed,Crepin Mahop,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MATH 006,3,College Algebra I,Open,Lawrencia Konje Siri Epse Nukenine,BNB-B07,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 006,5,College Algebra I,Closed,Lawrencia Konje Siri Epse Nukenine,BNB-B01,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MATH 006,7,College Algebra I,Closed,Francois Ramaroson,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 006,11,College Algebra I,Open,Mohammad Mahmood,N/A,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
MATH 006,18,College Algebra I,Waitlist,Jordan Hirsh,BNB-B03,"Tuesday, Thursday",12:40 PM - 2:00 PM
MATH 006,21,College Algebra I,Open,Stanley Einstein-Matthews,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 006,34,College Algebra I - NEEL,Open,Lifoma Salaam,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 007,2,Precalculus,Open,Kwabena Boateng,BNC-C08,"Monday, Tuesday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 007,3,Precalculus,Open,Lawrencia Konje Siri Epse Nukenine,BNC-C08,"Monday, Wednesday, Thursday, Friday",12:10 PM - 1:00 PM
MATH 007,5,Precalculus,Open,Demba Sy,BNC-C08,"Monday, Wednesday, Thursday, Friday",2:10 PM - 3:00 PM
MATH 007,7,Precalculus,Waitlist,Moussa Doumbia,BNC-C08,"Monday, Tuesday, Wednesday, Friday",11:10 AM - 12:00 PM
MATH 007,8,Precalculus,Open,Moussa Doumbia,BNC-C08,"Monday, Tuesday, Wednesday, Friday",9:10 AM - 10:00 AM
MATH 007,9,Precalculus-HONORS,Open,Kamal Barley,BNB-B01,"Monday, Wednesday, Thursday, Friday",2:10 PM - 3:00 PM
MATH 007,11,Precalculus,Closed,Drew Dickenson,BNB-B01,"Monday, Tuesday, Wednesday, Friday",10:10 AM - 11:00 AM
MATH 007,14,Precalculus,Closed,Andre Williams,LKH-B21,"Tuesday, Thursday",5:10 PM - 7:00 PM
MATH 007,15,Precalculus,Closed,Minh-Tam Trinh,N/A,"Monday, Wednesday, Thursday, Friday",1:10 PM - 2:00 PM
MATH 007,16,Precalculus,Closed,Minh-Tam Trinh,MIN-212,"Monday, Wednesday, Thursday, Friday",4:10 PM - 5:00 PM
MATH 009,1,Intro to Statistics,Open,Simon Kojo Appiah,LKH-208,"Monday, Tuesday, Wednesday, Friday",8:10 AM - 9:00 AM
MATH 009,2,Intro to Statistics,Open,Simon Kojo Appiah,BNB-B03,"Monday, Tuesday, Wednesday, Friday",9:10 AM - 10:00 AM
MATH 009,3,Intro to Statistics,Open,Simon Kojo Appiah,BNC-C08,"Monday, Tuesday, Wednesday, Friday",1:10 PM - 2:00 PM
MATH 009,4,Intro to Statistics,Closed,Derrick Asamoah Owusu,N/A,"Monday, Wednesday, Thursday, Friday",11:10 AM - 12:00 PM
MATH 009,5,Intro to Statistics,Closed,Robert Scott,N/A,"Monday, Tuesday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 009,9,Intro to Statistics,Closed,Robert Scott,N/A,"Monday, Wednesday, Thursday, Friday",12:10 PM - 1:00 PM
MATH 009,10,Intro to Statistics,Open,Malick Kebe,HMB-250,"Monday, Wednesday, Thursday, Friday",10:10 AM - 11:00 AM
MATH 009,11,Intro to Statistics,Closed,Christopher Kim,N/A,"Monday, Wednesday, Thursday, Friday",12:10 PM - 1:00 PM
MATH 010,1,College Algebra II,Open,Malick Kebe,HMB-250,"Monday, Tuesday, Wednesday, Friday",12:10 PM - 1:00 PM
MATH 010,2,College Algebra II,Open,IDRISSA ABDEL KADER,HMB-250,"Monday, Wednesday, Thursday, Friday",2:10 PM - 3:00 PM
MATH 010,4,College Algebra II,Open,IDRISSA ABDEL KADER,N/A,"Monday, Wednesday, Thursday, Friday",10:10 AM - 11:00 AM
MATH 010,6,College Algebra II,Open,Derrick Asamoah Owusu,HMB-250,"Monday, Wednesday, Thursday, Friday",9:10 AM - 10:00 AM
MATH 010,9,College Algebra II,Waitlist,Khalid Boushaba,N/A,"Monday, Wednesday, Thursday, Friday",8:10 AM - 9:00 AM
MATH 010,10,College Algebra II,Open,Almaz Abebe,HMB-250,"Monday, Wednesday, Thursday, Friday",1:10 PM - 2:00 PM
MATH 010,11,College Algebra II,Closed,Aaron Large,BNB-B03,"Tuesday, Thursday",4:10 PM - 5:50 PM
MATH 010,14,College Algebra II,Closed,Jie Ren,N/A,"Monday, Wednesday, Thursday, Friday",3:10 PM - 4:00 PM
MATH 012,1,Patterns in Math,Open,Kwabena Boateng,BNB-B03,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
MATH 012,2,Patterns in Math,Open,Kwabena Boateng,ASB-103,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 014,2,Intro. to Data Science,Open,Moussa Doumbia,ASB-103,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
MATH 014,4,Intro. to Data Science - HONORS,Closed,Meenakshi Nerolu,DGH-113,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
MATH 014,5,Intro. to Data Science,Open,Moussa Doumbia,DGH-211,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 014,6,Intro. to Data Science,Open,Moussa Doumbia,DGH-214,"Monday, Wednesday, Friday",5:10 PM - 6:00 PM
MATH 020,1,Fund Concept Math Educ I,Open,Malick Kebe,LKH-200,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
MATH 026,1,Applied Calculus,Open,John-Harold Ahiable,N/A,"Monday, Tuesday, Wednesday, Friday",9:10 AM - 10:00 AM
MATH 026,2,Applied Calculus,Open,Almaz Abebe,ASB-100,"Monday, Tuesday, Wednesday, Friday",2:10 PM - 3:00 PM
MATH 026,3,Applied Calculus,Waitlist,Alex Nowak,N/A,"Monday, Tuesday, Wednesday, Friday",10:10 AM - 11:00 AM
MATH 026,4,Applied Calculus,Open,John-Harold Ahiable,N/A,"Monday, Tuesday, Wednesday, Friday",3:10 PM - 4:00 PM
MATH 026,5,Applied Calculus,Waitlist,Leroy Rowe,N/A,"Monday, Wednesday, Thursday, Friday",11:10 AM - 12:00 PM
MATH 026,6,Applied Calculus,Closed,Leroy Rowe,N/A,"Monday, Wednesday, Thursday, Friday",1:10 PM - 2:00 PM
MATH 026,7,Applied Calculus,Open,Demba Sy,BNB-B03,"Monday, Wednesday, Thursday, Friday",11:10 AM - 12:00 PM
MATH 026,9,Applied Calculus,Open,Jermain McDermott,N/A,"Tuesday, Thursday",2:10 PM - 4:00 PM
MATH 026,10,Applied Calculus,Open,Paul Bezandry,LKH-B21,"Monday, Wednesday, Thursday, Friday",8:10 AM - 9:00 AM
MATH 026,11,Applied Calculus,Open,Paul Bezandry,ASB-103,"Monday, Wednesday, Thursday, Friday",4:10 PM - 5:00 PM
MATH 084,1,Directed Readings Honors Sophs,Open,Bourama Toni,DGH-210,Monday,4:10 PM - 5:00 PM
MATH 085,1,Sophomore Honors,Open,Bourama Toni,DGH-108,Monday,8:10 AM - 9:00 AM
