Course_Code,Section,Course_Name,Status,Instructor,Room,Days,Time
CLLS 101,1,Intro Clinical Lab Science,Open,Amber Kimble,801 NC-416,Friday,10:10 AM - 11:40 AM
CLLS 303,1,Clinical Hematology I,Open,Bentley Reid,801 NC-415,"Tuesday, Wednesday, Thursday",1:10 PM - 3:00 PM
CLLS 307,1,Clinical Immunology,Open,Marguerite Neita,801 NC-415,Monday,9:10 AM - 10:00 AM
CLLS 308,1,Clin Diagnostic Microbiology I,Open,Amber Kimble,801 NC-416,"Monday, Wednesday",3:10 PM - 5:00 PM
CLLS 309,1,Clin Biochem & Instrumentation,Open,Fikru Bedada,801 NC-416,"Tuesday, Thursday",10:10 AM - 12:00 PM
CLLS 321,1,Junior Recitation,Open,Marguerite Neita,801 NC-416,Monday,12:10 PM - 1:00 PM
CLLS 400,1,Molecular Diagnostics,Open,Fikru Bedada,801 NC-415,Friday,1:10 PM - 2:00 PM
CLLS 404,1,Hematology Urinalysis Pract,Open,Bentley Reid,N/A,"Monday, Tuesday, Wednesday, Thursday",12:10 PM - 3:00 PM
CLLS 406,1,Microbiology Practicum,Open,Bentley Reid,N/A,"Monday, Tuesday, Wednesday, Thursday",12:10 PM - 3:00 PM
CLLS 408,1,Chemistry Practicum,Open,Bentley Reid,N/A,"Monday, Tuesday, Wednesday, Thursday",12:10 PM - 3:00 PM
CLLS 411,1,Immunohematology Practicum,Open,Bentley Reid,N/A,"Monday, Tuesday, Wednesday, Thursday",12:10 PM - 3:00 PM
CLLS 415,1,Clin Urinalysis & Body Fluids,Open,Mariama Forth,801 NC-416,Monday,10:10 AM - 12:00 PM
CLLS 423,1,Senior Recitation,Open,Marguerite Neita,801 NC-415,Friday,12:10 PM - 1:00 PM
CLLS 720,1,Research- WRTG,Open,Marguerite Neita,801 NC-415,Wednesday,4:10 PM - 6:00 PM
COMM 101,1,Principles of Speech,Waitlist,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
COMM 101,2,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
COMM 101,3,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
COMM 101,4,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
COMM 101,5,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
COMM 101,6,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
COMM 101,8,Principles of Speech,Closed,Tia Tyree,ASA-213,"Tuesday, Thursday",2:10 PM - 3:30 PM
COMM 101,9,Principles of Speech,Closed,Tia Tyree,ASA-213,"Tuesday, Thursday",8:10 AM - 9:30 AM
COMM 101,10,Principles of Speech,Closed,Tia Tyree,ASA-214,"Tuesday, Thursday",2:10 PM - 3:30 PM
COMM 101,11,Principles of Speech,Closed,Tia Tyree,ASA-213,"Tuesday, Thursday",3:30 PM - 5:00 PM
COMM 101,12,Principles of Speech,Closed,Tia Tyree,ASA-214,"Tuesday, Thursday",11:10 AM - 12:30 PM
COMM 101,13,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
COMM 101,14,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
COMM 101,16,Principles of Speech,Waitlist,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
COMM 101,17,Principles of Speech,Closed,Tia Tyree,ASA-201,"Tuesday, Thursday",8:00 AM - 9:30 AM
COMM 101,18,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
COMM 101,19,Principles of Speech,Closed,Tia Tyree,ASA-214,"Tuesday, Thursday",8:10 AM - 9:30 AM
COMM 101,20,Principles of Speech,Closed,Tia Tyree,ASA-213,"Tuesday, Thursday",9:40 AM - 11:00 AM
COMM 101,21,Principles of Speech,Closed,Tia Tyree,ASA-213,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
COMM 101,22,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
COMM 101,23,Principles of Speech,Closed,Tia Tyree,ASA-213,"Tuesday, Thursday",11:10 AM - 12:30 PM
COMM 101,24,Principles of Speech,Closed,Tia Tyree,ASA-214,"Tuesday, Thursday",9:40 AM - 11:00 AM
COMM 101,25,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",12:10 PM - 1:00 PM
COMM 101,26,Principles of Speech,Closed,Tia Tyree,ASA-214,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
COMM 102-1 - Fund. of Advert. & Storytellin,N/A,Fund. of Advert. & Storytellin,Closed,Charrosé King-Mathews,ASA-202,Thursday,2:10 PM - 3:00 PM
COMM 103-1 - Fund. of Public Relations,N/A,Fund. of Public Relations,Open,Cherri Sinclair,ASA-213,Wednesday,4:10 PM - 7:00 PM
COMM 202-1 - Intro to Comm. Theory,N/A,Intro to Comm. Theory,Open,Solyee Kim,ASA-202,Wednesday,2:10 PM - 5:00 PM
COMM 202-2 - Intro to Comm. Theory,N/A,Intro to Comm. Theory,Open,Solyee Kim,ASA-202,Tuesday,2:10 PM - 5:00 PM
COMM 202-3 - Intro to Comm. Theory,N/A,Intro to Comm. Theory,Open,Chukwuka Onwumechili,ASA-306,"Tuesday, Thursday",9:40 AM - 11:00 AM
COMM 203,2,Principles of Persuasion,Open,Gavette Richardson Duncan,ASA-202,Tuesday,5:10 PM - 8:00 PM
COMM 203,3,Principles of Persuasion,Closed,Jean Claude Kwitonda,ASA-205,"Tuesday, Thursday",2:10 PM - 3:30 PM
COMM 203,4,Principles of Persuasion,Open,Cherri Sinclair,ASA-203,Tuesday,4:10 PM - 7:00 PM
COMM 231-1 - Mock Trial,N/A,Mock Trial,Closed,Angela Minor,ASA-205,Monday,9:30 AM - 12:20 PM
COMM 250-1 - Intro:Leadership & Mgmt. Comm,N/A,Intro:Leadership & Mgmt. Comm,Open,Jae Eun Chung,ASA-201,Thursday,1:10 PM - 4:00 PM
COMM 251-1 - Interpersonal Communication,N/A,Interpersonal Communication,Open,Nicole Dillard,ASA-201,Thursday,9:40 AM - 12:30 PM
COMM 252,1,Intro to Health Communications,Open,Jae Eun Chung,ASA-203,Thursday,10:10 AM - 12:30 PM
COMM 301,4,Intercultural / Int'l Comm,Closed,Uchenna Onuzulike,ASA-201,Friday,12:10 PM - 3:00 PM
COMM 301-1 - Intercultural / Int'l Comm,N/A,Intercultural / Int'l Comm,Closed,Sidney Ribeau,ASA-104,"Monday, Wednesday",8:10 AM - 9:30 AM
COMM 301-2 - Intercultural / Int'l Comm,N/A,Intercultural / Int'l Comm,Open,Chukwuka Onwumechili,ASA-202,"Tuesday, Thursday",8:10 AM - 9:30 AM
COMM 301-3 - Intercultural / Int'l Comm,N/A,Intercultural / Int'l Comm,Open,Jean Claude Kwitonda,ASA-201,Tuesday,9:30 AM - 12:40 PM
COMM 302-1 - Intro to Sport Comm,N/A,Intro to Sport Comm,Open,Keena Blackmon,ASA-101,Wednesday,11:10 AM - 2:40 PM
COMM 307,1,ST: Found. of Comm. Design,Open,Charrosé King-Mathews,ASA-104,"Tuesday, Thursday",11:10 AM - 12:40 PM
COMM 311-1 - Basic PR Writing,N/A,Basic PR Writing,Open,Shamilla Amulega,ASB-105,Monday,11:10 AM - 2:00 PM
COMM 311-2 - Basic PR Writing,N/A,Basic PR Writing,Open,Shamilla Amulega,ASA-105,Monday,8:00 AM - 11:00 AM
COMM 312,1,Advanced PR Writing,Open,Brandale Mills Cox,ASA-203,Wednesday,9:40 AM - 12:00 PM
COMM 312,2,Advanced PR Writing,Open,Brandale Mills Cox,ASA-203,Wednesday,1:00 PM - 3:50 PM
COMM 321-1 - Advertising Sales,N/A,Advertising Sales,Open,Sheryl Johnson,ASA-203,Monday,3:10 PM - 6:00 PM
COMM 322,1,Visual Storytelling and Design,Open,Charrosé King-Mathews,ASA-109,"Tuesday, Thursday",4:10 PM - 5:30 PM
COMM 324-1 - Media Planning & Buying,N/A,Media Planning & Buying,Open,Sheryl Johnson,ASA-203,Monday,12:10 PM - 3:00 PM
COMM 325-1 - Co-Curricular,N/A,Co-Curricular,Open,Solyee Kim,ASA-202,Wednesday,11:10 AM - 12:00 PM
COMM 331-1 - Communications Law,N/A,Communications Law,Closed,Angela Minor,ASA-101,Monday,1:00 PM - 3:50 PM
COMM 332,2,Intro to Legal Research,Closed,Kehbuma Langmia,ASA-306,Wednesday,9:40 AM - 12:30 PM
COMM 332-1 - Intro to Legal Research,N/A,Intro to Legal Research,Open,Nicole Dillard,ASA-201,Tuesday,9:30 AM - 12:40 PM
COMM 351-1 - Advanced Public Speaking,N/A,Advanced Public Speaking,Closed,Michael Roy,ASA-100,"Tuesday, Thursday",12:40 PM - 2:00 PM
COMM 351-2 - Advanced Public Speaking,N/A,Advanced Public Speaking,Open,Michael Roy,ASA-101,"Tuesday, Thursday",2:10 PM - 3:30 PM
COMM 352,1,Intro to Org Comm,Open,Samantha Powers,ASA-209,"Tuesday, Thursday",11:30 AM - 12:50 PM
COMM 401-1 - Practicum-Internship: Pub Rels,N/A,Practicum-Internship: Pub Rels,Open,Samantha Powers,ASA-100,Thursday,3:40 PM - 4:30 PM
COMM 402-1 - Practicum-Internshp: Advert.,N/A,Practicum-Internshp: Advert.,Open,Samantha Powers,ASA-100,Thursday,3:40 PM - 4:30 PM
COMM 403-1 - Practicum-Internshp: Legal Com,N/A,Practicum-Internshp: Legal Com,Open,Samantha Powers,ASA-100,Thursday,3:40 PM - 4:30 PM
COMM 404-1 - Practicum-Internshp: Media Mgm,N/A,Practicum-Internshp: Media Mgm,Open,Samantha Powers,ASA-100,Thursday,3:40 PM - 4:30 PM
COMM 405-1 - Practicum-Internshp: Org. Comm,N/A,Practicum-Internshp: Org. Comm,Open,Samantha Powers,ASA-100,Thursday,3:40 PM - 4:30 PM
COMM 410,1,Social Media & Integrated MKTG,Open,Tia Tyree,ASA-208,"Tuesday, Thursday",9:40 AM - 11:00 AM
COMM 410,2,Social Media & Integrated MKTG,Open,Tia Tyree,ASA-105,"Tuesday, Thursday",11:10 AM - 12:30 PM
COMM 412,1,Strategic Communications Research,Open,Sheryl Johnson,ASA-202,Monday,9:10 AM - 12:00 PM
COMM 431,1,Conflict Mgmt & Neg,Open,Nicole Dillard,ASA-201,Tuesday,2:00 PM - 4:50 PM
COMM 441,1,Broadcast Management,Open,DANIELLE RICKS,ASA-202,Friday,8:10 AM - 11:00 AM
COMM 490-1 - Comm. Research Methods,N/A,Comm. Research Methods,Closed,Jean Claude Kwitonda,ASA-202,Thursday,9:40 AM - 12:30 PM
COMM 491,1,CapComm Lab,Open,Brandale Mills Cox,ASA-101,Tuesday,9:40 AM - 12:30 PM
COMM 492,1,Capstone Research,Open,Jae Eun Chung,ASA-203,Tuesday,9:40 AM - 12:30 PM
COMP 002,1,Planetary Science Lec/Lab 01,Open,Norma Small-Warren,N/A,"Monday, Wednesday",9:10 AM - 10:10 AM
COMP 002,2,Planetary Science Lec/Lab 02,Open,Norma Small-Warren,N/A,"Monday, Wednesday",9:10 AM - 10:00 AM
COMP 002,3,Planetary Science Lec/Lab 03,Open,Norma Small-Warren,N/A,"Monday, Wednesday",10:10 AM - 11:00 AM
COMP 003,1,Physical Science Lec/Lab 01,Open,Maiada Abdulrahman,N/A,"Monday, Wednesday",10:10 AM - 11:00 AM
COMP 003,2,Physical Science Lec/Lab 02,Open,Maiada Abdulrahman,N/A,"Monday, Wednesday",10:10 AM - 11:00 AM
COMP 003,3,Physical Science Lec/Lab 03,Open,Maiada Abdulrahman,N/A,"Monday, Wednesday",9:10 AM - 10:00 AM
COSD 200,1,Intro to CSD,Open,Alaina Davis,1250 U St-202,Monday,12:40 PM - 3:00 PM
COSD 241,1,Language Development,Open,Alaina Davis,1250 U St-201,Wednesday,12:40 PM - 3:00 PM
COSD 261,1,Phonetics,Open,Miguelina Zapata,1250 U St-201,"Monday, Wednesday",10:10 AM - 11:30 AM
COSD 262,1,Speech & Hearing Science,Open,Andrea Toliver-Smith,1250 U St-201,Wednesday,4:10 PM - 6:30 PM
COSD 263,1,Anatomy & Physiology,Open,Sierra Quimby,1250 U St-202,Monday,4:10 PM - 6:30 PM
CSCI 100,1,Intro to Computer Science,Open,Harry Keeling,LKD-2104,"Monday, Wednesday",9:10 AM - 10:30 AM
CSCI 120,1,Exploring Computer  Science,Open,Jeremy Blackstone,LKD-1017,"Tuesday, Thursday",12:40 PM - 2:00 PM
CSCI 120,2,Exploring Computer  Science,Open,Jeremy Blackstone,LKD-1017,"Tuesday, Thursday",9:10 AM - 10:00 AM
CSCI 135,1,Computer Science I,Open,Glenwood Elam,LKD-2113/2117B,Monday,2:00 PM - 4:00 PM
CSCI 135,2,Computer Science I,Open,Harry Keeling,LKD-2113/2117B,"Monday, Wednesday",10:10 AM - 11:30 AM
CSCI 135,3,Computer Science I,Open,Vijay Chaudhary,HMB-G01 (Innovation Space),Tuesday,9:00 AM - 11:00 AM
CSCI 136,1,Computer Science II (C++),Open,Glenwood Elam,LKD-2114,"Tuesday, Thursday",11:10 AM - 12:00 PM
CSCI 136,2,Computer Science II (Python),Open,Glenwood Elam,LKD-2114,"Tuesday, Thursday",9:10 AM - 10:00 AM
CSCI 165,1,Scientific Computing for Eng,Closed,Fadel Lashhab,LKD-3121,"Monday, Wednesday",12:40 PM - 2:00 PM
CSCI 200,1,Intro to Mobile App Dev.,Open,Vijay Chaudhary,LKD-2114,"Tuesday, Thursday",2:10 PM - 3:30 PM
CSCI 201,1,Computer Organization I,Open,Linwei Niu,HMB-G01 (Innovation Space),"Tuesday, Thursday",1:40 PM - 3:00 PM
CSCI 201,2,Computer Organization I,Closed,Jiang Li,LKD-2110,"Tuesday, Thursday",12:40 PM - 2:00 PM
CSCI 340,1,Robotics Linear Algebra,Open,Todd Shurn,LKD-2110,"Monday, Wednesday",4:10 PM - 5:30 PM
CSCI 341,1,Theory of Computation,Open,Chunmei Liu,LKD-1017,"Tuesday, Thursday",11:10 AM - 12:30 PM
CSCI 342-1 - Robotics:Autonomous Navigation,N/A,Robotics:Autonomous Navigation,Open,Todd Shurn,LKD-2110,"Monday, Wednesday",2:10 PM - 3:30 PM
CSCI 354,2,Computer Science III,Open,Harry Keeling,LKD-2110,"Monday, Wednesday",11:10 AM - 12:30 PM
CSCI 363,1,Large Scale Programming,Open,Bernard Woolfolk,LKD-2114,Monday,6:10 PM - 8:30 PM
CSCI 365,1,Cloud Computing,Open,Guy Lingani,HMB-G01 (Innovation Space),"Monday, Wednesday",5:10 PM - 6:30 PM
CSCI 375,1,Software Engineering,Open,Legand Burge,HMB-G01 (Innovation Space),"Monday, Wednesday",9:10 AM - 10:30 AM
CSCI 379,1,Intro to Human Computer Interaction,Open,Gloria Washington,LKD-2104,"Monday, Wednesday",12:40 PM - 2:00 PM
CSCI 401,1,Operating Systems,Open,Legand Burge,HMB-G01 (Innovation Space),"Monday, Wednesday",2:10 PM - 3:30 PM
CSCI 449,1,Intro to Computer Networks,Open,Torrance Fennell,LKD-1017,"Tuesday, Thursday",2:40 PM - 4:00 PM
CSCI 452,1,Network and Web Programming,Open,Glenwood Elam,LKD-2114,"Monday, Wednesday",9:10 AM - 10:30 AM
CSCI 452,2,Network and Web Programming,Closed,N/A,N/A,N/A,N/A
CSCI 453,1,Intro to Cyber Security I,Open,Jiang Li,HMB-G01 (Innovation Space),Thursday,5:10 PM - 7:30 PM
CSCI 453,2,Intro to Cyber Security I,Closed,Anamika Paul Rupa,LKD-2104,"Tuesday, Thursday",12:40 PM - 2:00 PM
CSCI 470,61,Fundamentals of Algorithms,Open,Vijay Chaudhary,LKD-1017,"Monday, Wednesday",9:10 AM - 10:30 AM
CSCI 473,1,Applied Data Science,Open,Anietie Andy,LKD-1017,"Monday, Wednesday",4:10 PM - 5:30 PM
CSCI 475,1,Intro to Machine Learning,Open,Vijay Chaudhary,LKD-2114,"Monday, Wednesday",3:40 PM - 5:00 PM
CSCI 476,1,Artificial Intelligence,Open,Reginald Hobbs,LKD-2110,Thursday,6:10 PM - 8:30 PM
CSCI 476,2,Intro to Artificial Intelligence,Open,Harry Keeling,LKD-2113/2117B,"Tuesday, Thursday",9:10 AM - 10:30 AM
CSCI 477,1,Securing AI and Security with AI,Closed,Danda Rawat,LKD-2104,"Tuesday, Thursday",2:10 PM - 3:30 PM
CSCI 491,1,Senior Project I,Open,Harry Keeling,LKD-2113/2117B,"Tuesday, Thursday",12:40 PM - 2:00 PM
CSCI 492,1,Senior Project II,Open,Harry Keeling,LKD-2113/2117B,"Tuesday, Thursday",12:40 PM - 2:00 PM
ECON 001,1,Principles of Economics I,Closed,Agnes Denalane,N/A,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ECON 001,2,Principles of Economics I (Honors),Waitlist,Jevay Grooms,DGH-104,"Tuesday, Thursday",11:10 AM - 12:30 PM
ECON 001,3,Principles of Econ. I,Closed,Gerald Daniels,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ECON 001,4,Principles of Economics I,Closed,Andria Smythe,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
ECON 001,5,Principles of Economics I,Waitlist,Agnes Denalane,N/A,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ECON 001,6,Principles of Economics I,Open,Lancelot Loncke,N/A,"Tuesday, Thursday",5:10 PM - 6:30 PM
ECON 002,1,Principles of Economics II,Open,Gbadebo Odularu,N/A,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
ECON 002,2,Principles of Economics II,Open,Lancelot Loncke,N/A,"Tuesday, Thursday",3:40 PM - 5:00 PM
ECON 002,3,Principles of Economics II,Open,Ana Paula Melo da Silva,N/A,"Tuesday, Thursday",11:10 AM - 12:30 PM
ECON 002,4,Principles of Economics II,Open,Agnes Denalane,N/A,"Monday, Wednesday, Friday",2:10 PM - 3:00 PM
ECON 084,1,Sophomore Departmental Honors,Open,Gaminie Meepagala,N/A,N/A,N/A
ECON 088,1,Junior Departmental Honors,Open,Omari Swinton,N/A,N/A,N/A
ECON 092,1,Senior Departmental Honors,Open,Mika Kato,N/A,N/A,N/A
ECON 095,1,Internship,Open,Gaminie Meepagala,N/A,N/A,N/A
ECON 138,1,Seminar in Community Dev.,Open,Keisha Solomon,LKH-200,"Monday, Wednesday, Friday",1:10 PM - 2:00 PM
ECON 170,1,Intermediate Microeconomics Theory,Closed,Andria Smythe,DGH-104,"Tuesday, Thursday",12:40 PM - 2:00 PM
ECON 171,1,Intermediate Macroeconomic Theory,Closed,Gerald Daniels,DGH-104,"Tuesday, Thursday",9:40 AM - 11:00 AM
ECON 175,1,History of Economic Thought,Open,Ana Paula Melo da Silva,LKH-253,Thursday,4:40 PM - 7:00 PM
ECON 180,1,Statistics-Bus & Econ,Closed,Deniz Baglan,LKH-P08,"Tuesday, Thursday",12:40 PM - 2:00 PM
ECON 180,2,Statistics-Bus & Econ,Open,Rebecca Hsu,DGH-120,"Monday, Wednesday, Friday",8:10 AM - 9:00 AM
ECON 180,4,Statistics-Bus & Econ,Closed,Gbadebo Odularu,DGH-120,"Monday, Wednesday, Friday",3:10 PM - 4:00 PM
ECON 180,5,Statistics-Bus & Econ,Closed,Tingting Xiong,DGH-120,"Tuesday, Thursday",8:10 AM - 9:30 AM
ECON 181,1,Stat. Anal. & R-Prog.,Closed,Durronjae Boothe,ASB-313/315,Friday,2:40 PM - 5:00 PM
ECON 184,1,Intro to Econometrics,Open,Gaminie Meepagala,LKH-208,"Tuesday, Thursday",9:40 AM - 11:00 AM
ECON 186,1,Economic Development in Africa,Closed,Gbadebo Odularu,LKH-208,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
ECON 190,1,Public Finance,Open,Alexander Henke,DGH-104,"Tuesday, Thursday",2:10 PM - 3:30 PM
ECON 195,1,Money & Banking,Open,Cyril Hunte,DGH-104,"Tuesday, Thursday",3:40 PM - 5:00 PM
ECON 199,1,Intro to Urban Economics,Closed,Haydar Kurban,LKH-208,"Tuesday, Thursday",11:10 AM - 12:30 PM
ECON 788,1,Econ of Black Comm Development,Closed,Keisha Solomon,DGH-110,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
EDUC 100,1,Orientation & Pre-Prof. Sem,Open,Delphia Smith,MIN-123,Monday,9:10 AM - 10:00 AM
EDUC 114,1,Honors First Year Research Sem,Open,James Jackson,MIN-207,Monday,9:00 AM - 9:50 AM
EDUC 210,1,Foundations & Urban Education,Open,Deena Khalil,MIN-123,Monday,5:10 PM - 7:30 PM
EDUC 212,1,Educ Psyc: Lrn & Af Am Lrnrs,Open,Helen Bond,MIN-124,"Tuesday, Thursday",2:10 PM - 3:30 PM
EDUC 218,1,Fndn & Proc of Rdg Acquisition,Open,Katherine Norris,MIN-212,"Monday, Wednesday",12:10 PM - 2:00 PM
EDUC 219,1,Schooling for Diverse Populat,Open,Nathan Alexander,MIN-124,"Monday, Wednesday",5:10 PM - 6:20 PM
EDUC 311,1,Special Educ & Classroom Mgmt,Open,James Jackson,MIN-123,Tuesday,5:10 PM - 7:30 PM
EDUC 312,1,Intro:Assessment & Measurement,Open,Jia Lin,MIN-124,"Tuesday, Thursday",9:40 AM - 11:00 AM
EDUC 314,1,Prin of Teaching Math & Sci I,Open,Joseph Isaac,MIN-212,"Monday, Wednesday",10:10 AM - 12:00 PM
EDUC 315,1,Prin of Teaching Math & Sci II,Open,Deena Khalil,MIN-211,"Monday, Wednesday",1:10 PM - 3:00 PM
EDUC 317,1,Honors Junior Research Seminar,Open,James Jackson,N/A,N/A,N/A
EDUC 410,1,Pedagogy & Content Literacy,Open,Delphia Smith,MIN-123,"Monday, Wednesday",3:40 PM - 5:00 PM
EDUC 412,1,Research Foundations & Methods,Open,Jia Lin,MIN-211,Monday,5:10 PM - 7:30 PM
EDUC 450,1,Internship and Classroom Mgmt,Open,Alicia Renix,N/A,"Monday, Tuesday, Wednesday, Thursday, Friday",8:00 AM - 4:00 PM
EDUC 600,3,Independent Study,Open,Jacqueline Stallworth,N/A,Tuesday,4:00 PM - 5:00 PM
EECE 101,1,Fac.-Student Team Proj. (VIP),Open,Charles Kim,LKD-3105,Friday,8:00 AM - 9:00 AM
EECE 201-1 - Fac.-Student Team Proj. (VIP),N/A,Fac.-Student Team Proj. (VIP),Open,Charles Kim,LKD-3105,Friday,9:00 AM - 10:00 AM
EECE 212,1,Fundamental of Digital Systems,Open,Wenjie Che,LKD-2113/2117B,"Tuesday, Thursday",4:10 PM - 6:00 PM
EECE 218,1,Fund of Digital Systems Lab,Open,Wenjie Che,LKD-2113/2117B,Thursday,6:10 PM - 8:00 PM
EECE 302,1,Fac-Student Team Proj (VIP),Open,Charles Kim,LKD-3105,Friday,10:00 AM - 11:00 AM
EECE 305,1,Fund: Electromagnetics,Open,Su Yan,LKD-3116,Monday,12:10 PM - 1:00 PM
EECE 306,1,Fund: Electromagnetics Lab,Open,Su Yan,LKD-3116,Wednesday,11:10 AM - 1:00 PM
EECE 309,1,Fund: Electronics & SS Devices,Open,Eric Seabron,LKD-2114,Monday,11:10 AM - 12:00 PM
EECE 310,1,Principles of Electronics,Closed,Peter Bofah,LKD-3022,Friday,10:00 AM - 12:00 PM
EECE 312,1,Fund: Elec & SS Devices Lab,Open,Eric Seabron,LKD-2114,Wednesday,1:10 PM - 3:00 PM
EECE 331,1,Random Variables&Prob for Engr,Open,Tepper Gill,LKD-3113,"Tuesday, Thursday",12:10 PM - 1:30 PM
EECE 401,1,Senior Design I,Open,Imtiaz Ahmed,LKD-3105,Monday,1:00 PM - 4:00 PM
EECE 408,1,Linear Control Systems,Open,Fadel Lashhab,LKD-3120,"Tuesday, Thursday",12:40 PM - 2:00 PM
EECE 410,1,Intro to Computer Networks,Open,Imtiaz Ahmed,LKD-3121,"Monday, Wednesday",9:40 AM - 11:00 AM
EECE 416,1,Micrcomputer Design,Open,Wenjie Che,LKD-3116,"Tuesday, Thursday",8:10 AM - 9:30 AM
EECE 418,1,Power Electronics I,Open,Charles Kim,LKD-3105,"Monday, Wednesday",11:10 AM - 12:30 PM
EECE 420,1,Intro to VLSI Design,Open,Hassan Salmani,LKD-3116,"Tuesday, Thursday",2:10 PM - 3:30 PM
EECE 422,1,Power Com & Control,Open,James Momoh,LKD-3022,"Tuesday, Thursday",11:10 AM - 12:30 PM
EECE 423,1,Intro. to VLSI Design Lab,Open,Hassan Salmani,LKD-3113,Monday,3:10 PM - 4:00 PM
EECE 423,2,Intro. to VLSI Design Lab,Open,Hassan Salmani,LKD-3105,Monday,4:10 PM - 5:00 PM
EECE 453,1,Communications Theory,Open,Fadel Lashhab,LKD-3121,"Tuesday, Thursday",2:40 PM - 4:00 PM
EECE 456,1,Embedded Systems Design Lab,Open,Hassan Salmani,LKD-3105,Wednesday,12:40 PM - 3:10 PM
EECE 461,1,Solid-State Electronics,Open,Eric Seabron,LKD-3121,"Tuesday, Thursday",9:40 AM - 11:00 AM
EECE 482,1,Integrated Circuit Validation,Open,Muhammad Khan,LKD-3113,Friday,3:00 PM - 5:10 PM
EEED 101,1,Intro. to Environmental Studies,Waitlist,Lemir Teron,EJH-344,"Monday, Wednesday, Friday",10:10 AM - 11:00 AM
EEED 101,2,Intro. to Environmental Studies,Waitlist,Amy Yeboah Quarkume,EJH-344,"Monday, Wednesday, Friday",11:10 AM - 12:00 PM
EEED 101,5,Intro. to Environmental Studies,Open,Janelle Burke,DGH-104,"Monday, Wednesday, Friday",9:10 AM - 10:00 AM
EEED 103,1,Introduction to Atmospheric Science,Open,Janelle Burke,DGH-101,"Monday, Wednesday, Friday",4:10 PM - 5:00 PM
EEED 180,1,Global Climate Change,Open,Ben DeAngelo,EJH-344,"Tuesday, Thursday",3:40 PM - 5:00 PM
EEED 183,1,Weather & Climate,Waitlist,Christopher Boxe,N/A,"Tuesday, Thursday",2:10 PM - 3:30 PM
EEED 190,1,Honors Orientation,Open,Osinachi Ajoku,N/A,Thursday,12:40 PM - 1:30 PM
EEED 204,1,Science & Public Policy,Open,Carlton Poindexter,N/A,"Tuesday, Thursday",8:10 AM - 9:30 AM
EEED 299,1,Applied Environmental Justice,Open,Lemir Teron,DGH-110,Monday,2:00 PM - 4:50 PM
EEED 351,1,Current Topics in Environmental Studies,Open,Amy Yeboah Quarkume,DGH-120,Friday,12:10 PM - 1:00 PM
EEED 390,1,Honors Directed Readings - Jr.,Open,Janelle Burke,N/A,Thursday,12:40 PM - 1:30 PM
EEED 490,1,Honors Research,Open,Janelle Burke,N/A,N/A,N/A
EGPP 101,1,Intro to Engineering,Open,Hassan Salmani,LKD-3116,"Tuesday, Thursday",12:40 PM - 2:00 PM
EGPP 101,2,Intro to Engineering,Closed,Hyung Bae,HMB-201,"Tuesday, Thursday",12:40 PM - 2:00 PM
EGPP 101,3,Intro to Engineering,Open,Ramesh Chawla,LKD-1002/1004,"Tuesday, Thursday",12:40 PM - 2:00 PM
EGPP 101,4,Intro to Engineering,Open,Peter Bofah,LKD-3120A,"Tuesday, Thursday",12:40 PM - 2:00 PM
EGPP 101,5,Intro to Engineering,Open,Babin Manandhar,LKD-2002/2004,"Tuesday, Thursday",12:40 PM - 2:00 PM
EGPP 405,1,CS Undergraduate Research,Open,Legand Burge,LKD-2119,Friday,6:00 PM - 8:30 PM
EGPP 421,1,Intro to AI Tools and Techniques,Open,Anietie Andy,HMB-G01 (Innovation Space),"Monday, Wednesday",12:10 PM - 1:30 PM
